api,operator,direction,latitude,longitude,spudyr
05-045-10740,Encana Oil & Gas Inc,Directional,39.47811,-107.77376,2005
05-045-12235,WPX Energy Rocky Mountain LLC,Directional,39.521053,-107.88002,2008
05-077-09103,OXY USA Inc,Directional,39.241583,-107.846,2006
05-045-17216,Chevron Inc,Directional,39.559217,-108.338394,2008
05-045-20702,WPX Energy Rocky Mountain LLC,Directional,39.505595,-107.55159,2011
05-045-15574,Encana Oil & Gas Inc,Directional,39.42096,-108.03266,2008
05-045-14498,Encana Oil & Gas Inc,Directional,39.44972,-107.95856,2007
05-045-16202,WPX Energy Rocky Mountain LLC,Directional,39.489567,-107.928866,2009
05-045-10507,Encana Oil & Gas Inc,Directional,39.46177,-107.78456,2005
05-045-13571,Ursa Operating LLC,Directional,39.522194,-107.708814,2007
05-103-11601,Piceance Energy LLC,Directional,39.89359,-108.46939,2010
05-045-17117,Vanguard Operating LLC,Directional,39.494701,-107.667485,2008
05-045-18033,WPX Energy Rocky Mountain LLC,Directional,39.476205,-107.862726,2010
05-045-22084,WPX Energy Rocky Mountain LLC,Directional,39.47336,-107.888883,2013
05-045-15283,Linn Operating Inc,Directional,39.573423,-108.181302,2008
05-045-11375,Ursa Operating LLC,Directional,39.526879,-107.751955,2007
05-045-13937,Ursa Operating LLC,Directional,39.535872,-107.699356,2007
05-045-09899,Encana Oil & Gas Inc,Directional,39.46279,-107.8437,2004
05-045-15571,Encana Oil & Gas Inc,Directional,39.42097,-108.03259,2008
05-045-14533,Encana Oil & Gas Inc,Directional,39.649934,-108.185431,2007
05-045-11639,Encana Oil & Gas Inc,Directional,39.5829,-108.085753,2006
05-045-12628,Ursa Operating LLC,Directional,39.535759,-107.716433,2007
05-045-14496,Encana Oil & Gas Inc,Directional,39.598377,-108.106516,2007
05-103-11787,WPX Energy Rocky Mountain LLC,Directional,39.946787,-108.362603,2013
05-045-19365,WPX Energy Rocky Mountain LLC,Directional,39.477497,-107.905634,2010
05-045-19570,WPX Energy Rocky Mountain LLC,Directional,39.50903,-107.52446,2010
05-045-20692,WPX Energy Rocky Mountain LLC,Directional,39.505732,-107.551425,2012
05-045-12515,Encana Oil & Gas Inc,Directional,39.47215,-107.62302,2006
05-045-20255,WPX Energy Rocky Mountain LLC,Directional,39.503987,-108.019102,2011
05-045-12963,Encana Oil & Gas Inc,Directional,39.44091,-108.00127,2007
05-045-14954,Encana Oil & Gas Inc,Directional,39.43437,-107.72738,2008
05-045-13061,WPX Energy Rocky Mountain LLC,Directional,39.488816,-108.064529,2007
05-045-13927,Ursa Operating LLC,Directional,39.521584,-107.693873,2007
05-045-12739,Piceance Energy LLC,Directional,39.41674,-107.97508,2007
05-045-16885,WPX Energy Rocky Mountain LLC,Directional,39.497083,-107.858569,2008
05-045-18145,WPX Energy Rocky Mountain LLC,Directional,39.485376,-107.835509,2010
05-045-12707,Encana Oil & Gas Inc,Directional,39.605435,-108.102338,2007
05-045-15546,Encana Oil & Gas Inc,Directional,39.41861,-108.04709,2008
05-045-22339,WPX Energy Rocky Mountain LLC,Directional,39.495894,-107.97775,2014
05-103-11924,WPX Energy Rocky Mountain LLC,Directional,39.916161,-108.339761,2012
05-045-14660,Encana Oil & Gas Inc,Directional,39.57435,-108.107828,2008
05-045-17813,WPX Energy Rocky Mountain LLC,Directional,39.580135,-108.285347,2009
05-045-12099,Encana Oil & Gas Inc,Directional,39.58361,-108.11409,2006
05-045-14862,Encana Oil & Gas Inc,Directional,39.43433,-107.72733,2008
05-045-14325,Vanguard Operating LLC,Directional,39.49979,-107.62979,2007
05-045-12772,Encana Oil & Gas Inc,Directional,39.605467,-108.102333,2007
05-045-22354,WPX Energy Rocky Mountain LLC,Directional,39.511531,-108.125508,2014
05-045-18714,Ursa Operating LLC,Directional,39.433036,-108.02518,2009
05-045-20475,WPX Energy Rocky Mountain LLC,Directional,39.506241,-108.083113,2011
05-045-14864,Encana Oil & Gas Inc,Directional,39.43426,-107.72722,2008
05-045-10889,Encana Oil & Gas Inc,Directional,39.595456,-108.134972,2006
05-045-15164,Encana Oil & Gas Inc,Directional,39.602528,-108.172583,2008
05-045-18472,Piceance Energy LLC,Directional,39.42396,-107.98234,2010
05-045-10742,Encana Oil & Gas Inc,Directional,39.478127,-107.773625,2006
05-045-19683,Piceance Energy LLC,Directional,39.42393,-107.98231,2010
05-045-11917,Ursa Operating LLC,Directional,39.531729,-107.733585,2006
05-045-12062,Ursa Operating LLC,Directional,39.528685,-107.666503,2006
05-045-11898,Encana Oil & Gas Inc,Directional,39.4184,-107.71404,2007
05-045-17814,WPX Energy Rocky Mountain LLC,Directional,39.580214,-108.285316,2009
05-045-11177,WPX Energy Rocky Mountain LLC,Directional,39.5208,-107.870368,2007
05-045-10891,Encana Oil & Gas Inc,Directional,39.595504,-108.135003,2005
05-045-20698,WPX Energy Rocky Mountain LLC,Directional,39.50568,-107.551514,2012
05-045-10741,Encana Oil & Gas Inc,Directional,39.478128,-107.773556,2005
05-045-15980,WPX Energy Rocky Mountain LLC,Directional,39.456822,-107.952143,2008
05-045-17282,Chevron Inc,Directional,39.551134,-108.329886,2009
05-045-20643,WPX Energy Rocky Mountain LLC,Directional,39.452062,-107.949931,2013
05-045-14281,Linn Operating Inc,Directional,39.566009,-108.117413,2007
05-045-13376,Encana Oil & Gas Inc,Directional,39.601384,-108.14945,2005
05-045-14414,Encana Oil & Gas Inc,Directional,39.601655,-108.140345,2008
05-045-17978,Encana Oil & Gas Inc,Directional,39.40757,-107.72471,2009
05-103-11949,WPX Energy Rocky Mountain LLC,Directional,40.015223,-108.447428,2013
05-045-11249,Encana Oil & Gas Inc,Directional,39.58274,-108.08914,2006
05-045-20482,WPX Energy Rocky Mountain LLC,Directional,39.506261,-108.083078,2011
05-103-11533,XTO Energy Inc,Directional,39.905339,-108.205216,2011
05-045-14425,Encana Oil & Gas Inc,Directional,39.601716,-108.140425,2008
05-045-14661,Encana Oil & Gas Inc,Directional,39.574449,-108.107808,2007
05-103-11240,XTO Energy Inc,Directional,39.912044,-108.198658,2011
05-045-16977,Encana Oil & Gas Inc,Directional,39.604314,-108.102469,2008
05-045-20685,Encana Oil & Gas Inc,Directional,39.440179,-107.782956,2012
05-045-18469,Piceance Energy LLC,Directional,39.4179,-107.97939,2009
05-045-22309,Caerus Piceance LLC,Directional,39.432403,-108.069233,2014
05-045-13055,WPX Energy Rocky Mountain LLC,Directional,39.488897,-108.064402,2007
05-103-10519,Encana Oil & Gas Inc,Directional,39.715841,-108.355945,2005
05-045-10627,WPX Energy Rocky Mountain LLC,Directional,39.488752,-108.064595,2007
05-045-14531,Encana Oil & Gas Inc,Directional,39.649951,-108.185363,2007
05-045-11484,Encana Oil & Gas Inc,Directional,39.4934,-107.71351,2006
05-045-15179,Ursa Operating LLC,Directional,39.523009,-107.728907,2008
05-045-11278,Encana Oil & Gas Inc,Directional,39.582172,-108.091173,2006
05-045-15296,Encana Oil & Gas Inc,Directional,39.44427,-108.01244,2008
05-045-14924,Encana Oil & Gas Inc,Directional,39.603156,-108.103742,2008
05-045-16187,Encana Oil & Gas Inc,Directional,39.42972,-108.01017,2008
05-045-11253,Encana Oil & Gas Inc,Directional,39.582756,-108.08915,2005
05-045-11568,Encana Oil & Gas Inc,Directional,39.497015,-107.722951,2005
05-045-15542,Encana Oil & Gas Inc,Directional,39.41854,-108.04716,2008
05-045-12005,Encana Oil & Gas Inc,Directional,39.577962,-108.110471,2006
05-045-20777,Encana Oil & Gas Inc,Directional,39.511207,-107.713448,2011
05-045-13042,WPX Energy Rocky Mountain LLC,Directional,39.488748,-108.064555,2007
05-045-19644,WPX Energy Rocky Mountain LLC,Directional,39.476332,-107.871257,2011
05-045-21258,Vanguard Operating LLC,Directional,39.492437,-107.605412,2012
05-045-19634,WPX Energy Rocky Mountain LLC,Directional,39.476311,-107.871338,2011
05-045-15104,Encana Oil & Gas Inc,Directional,39.582143,-108.091579,2008
05-045-11744,Encana Oil & Gas Inc,Directional,39.590292,-108.047053,2008
05-045-17848,WPX Energy Rocky Mountain LLC,Directional,39.50477,-107.928763,2009
05-045-10894,Encana Oil & Gas Inc,Directional,39.595419,-108.134956,2006
05-045-21109,Vanguard Operating LLC,Directional,39.515755,-107.642563,2012
05-045-17699,Encana Oil & Gas Inc,Directional,39.46417,-107.63762,2008
05-045-11748,Encana Oil & Gas Inc,Directional,39.590253,-108.046964,2008
05-045-14410,Encana Oil & Gas Inc,Directional,39.601606,-108.140351,2008
05-045-12492,Vanguard Operating LLC,Directional,39.48075,-107.67857,2006
05-103-11272,WPX Energy Rocky Mountain LLC,Directional,39.880655,-108.366779,2014
05-045-17139,Encana Oil & Gas Inc,Directional,39.42147,-108.01227,2008
05-045-13095,Linn Operating Inc,Directional,39.609992,-108.04818,2010
05-103-11244,XTO Energy Inc,Directional,39.91189,-108.198601,2010
05-045-15174,Ursa Operating LLC,Directional,39.52294,-107.728894,2008
05-045-11564,Encana Oil & Gas Inc,Directional,39.607564,-108.1448,2006
05-045-17681,Encana Oil & Gas Inc,Directional,39.472524,-107.614627,2009
05-045-11091,Linn Operating Inc,Directional,39.565831,-108.117281,2007
05-045-13838,Encana Oil & Gas Inc,Directional,39.585917,-108.073979,2007
05-045-15723,Piceance Energy LLC,Directional,39.4803,-107.81058,2008
05-045-11908,Encana Oil & Gas Inc,Directional,39.41934,-107.71403,2008
05-045-12333,Encana Oil & Gas Inc,Directional,39.584106,-108.118867,2007
05-045-19089,Ursa Operating LLC,Directional,39.433018,-108.02528,2010
05-045-22451,Coachman Energy Operating,Directional,39.514395,-107.552353,2014
05-045-15476,Encana Oil & Gas Inc,Directional,39.42158,-108.00342,2008
05-045-14260,Encana Oil & Gas Inc,Directional,39.585922,-108.073887,2007
05-045-18715,Ursa Operating LLC,Directional,39.432958,-108.025211,2009
05-103-11185,XTO Energy Inc,Directional,39.918716,-108.228994,2010
05-045-17849,WPX Energy Rocky Mountain LLC,Directional,39.50476,-107.92874,2009
05-045-14330,Vanguard Operating LLC,Directional,39.49977,-107.62974,2007
05-045-12706,Encana Oil & Gas Inc,Directional,39.605316,-108.102218,2007
05-045-11745,Encana Oil & Gas Inc,Directional,39.590272,-108.046958,2008
05-045-15097,Encana Oil & Gas Inc,Directional,39.582154,-108.091681,2008
05-045-12514,Encana Oil & Gas Inc,Directional,39.605451,-108.102356,2007
05-045-20227,WPX Energy Rocky Mountain LLC,Directional,39.499716,-108.087735,2011
05-045-18259,WPX Energy Rocky Mountain LLC,Directional,39.474937,-107.798837,2010
05-045-11126,Vanguard Operating LLC,Directional,39.488122,-107.614424,2005
05-045-11551,Encana Oil & Gas Inc,Directional,39.580942,-108.098817,2006
05-103-11169,WPX Energy Rocky Mountain LLC,Directional,39.910282,-108.358296,2008
05-045-20694,WPX Energy Rocky Mountain LLC,Directional,39.505663,-107.551529,2012
05-045-15636,Encana Oil & Gas Inc,Directional,39.578342,-108.110625,2008
05-045-13370,Encana Oil & Gas Inc,Directional,39.49549,-107.74263,2005
05-045-13962,Encana Oil & Gas Inc,Directional,39.45076,-107.96807,2007
05-045-22353,WPX Energy Rocky Mountain LLC,Directional,39.511511,-108.125508,2014
05-045-15633,Encana Oil & Gas Inc,Directional,39.578417,-108.110628,2008
05-103-11726,XTO Energy Inc,Directional,39.885087,-108.22233,2012
05-045-16962,Piceance Energy LLC,Directional,39.39757,-107.79706,2008
05-045-12162,Ursa Operating LLC,Directional,39.5275,-107.66134,2006
05-045-12988,Encana Oil & Gas Inc,Directional,39.47825,-107.6471,2008
05-045-15756,Vanguard Operating LLC,Directional,39.507938,-107.68526,2008
05-045-12160,Ursa Operating LLC,Directional,39.52755,-107.66133,2006
05-045-15099,Encana Oil & Gas Inc,Directional,39.582132,-108.091676,2008
05-045-10597,Encana Oil & Gas Inc,Directional,39.45725,-107.77155,2005
05-045-15648,Encana Oil & Gas Inc,Directional,39.43688,-107.99611,2008
05-045-15635,Encana Oil & Gas Inc,Directional,39.578419,-108.1106,2008
05-045-17685,Encana Oil & Gas Inc,Directional,39.472472,-107.614606,2009
05-045-15046,Encana Oil & Gas Inc,Directional,39.582178,-108.091417,2008
05-045-19793,WPX Energy Rocky Mountain LLC,Directional,39.475105,-107.929332,2011
05-077-09912,Piceance Energy LLC,Directional,39.260708,-107.757876,2011
05-045-13615,Ursa Operating LLC,Directional,39.539472,-107.727015,2007
05-045-10883,Encana Oil & Gas Inc,Directional,39.412451,-108.045326,2009
05-045-15751,Vanguard Operating LLC,Directional,39.507852,-107.685257,2008
05-045-12204,Ursa Operating LLC,Directional,39.527607,-107.661316,2006
05-045-10702,Encana Oil & Gas Inc,Directional,39.590744,-108.053431,2006
05-103-11993,WPX Energy Rocky Mountain LLC,Directional,39.842812,-108.420782,2014
05-045-12001,Encana Oil & Gas Inc,Directional,39.42557,-108.00353,2007
05-045-15632,Encana Oil & Gas Inc,Directional,39.578364,-108.110625,2008
05-103-12075,WPX Energy Rocky Mountain LLC,Directional,39.880584,-108.366882,2014
05-045-10628,WPX Energy Rocky Mountain LLC,Directional,39.488816,-108.064485,2007
05-045-12076,Encana Oil & Gas Inc,Directional,39.585742,-108.121367,2007
05-045-14665,Encana Oil & Gas Inc,Directional,39.574422,-108.107788,2007
05-045-12990,Encana Oil & Gas Inc,Directional,39.478133,-107.647031,2007
05-045-22312,Caerus Piceance LLC,Directional,39.432422,-108.069219,2014
05-045-18320,Vanguard Operating LLC,Directional,39.502001,-107.66716,2010
05-045-22238,WPX Energy Rocky Mountain LLC,Directional,39.496058,-107.977746,2014
05-045-10295,Encana Oil & Gas Inc,Directional,39.48036,-107.74354,2004
05-103-11438,WPX Energy Rocky Mountain LLC,Directional,39.9103,-108.334924,2011
05-045-16036,Ursa Operating LLC,Directional,39.531516,-107.740485,2008
05-045-15848,WPX Energy Rocky Mountain LLC,Directional,39.486084,-108.034218,2009
05-045-12074,Encana Oil & Gas Inc,Directional,39.585726,-108.121319,2007
05-045-14479,Encana Oil & Gas Inc,Directional,39.603176,-108.103773,2008
05-123-36474,Kauffman KP Inc,Directional,40.42333,-104.8349,2013
05-045-13489,Encana Oil & Gas Inc,Directional,39.48456,-107.71567,2005
05-045-17556,Encana Oil & Gas Inc,Directional,39.40814,-107.72416,2009
05-123-37038,Extraction Oil & Gas LLC,Directional,40.44929,-104.719086,2014
05-045-22302,Caerus Piceance LLC,Directional,39.432381,-108.069244,2014
05-103-11995,WPX Energy Rocky Mountain LLC,Directional,40.024832,-108.432503,2014
05-045-14664,Encana Oil & Gas Inc,Directional,39.574426,-108.107813,2007
05-045-11866,Encana Oil & Gas Inc,Directional,39.590278,-108.046986,2008
05-103-11529,XTO Energy Inc,Directional,39.90527,-108.205191,2010
05-045-11790,Encana Oil & Gas Inc,Directional,39.590315,-108.047177,2008
05-045-14483,Encana Oil & Gas Inc,Directional,39.60299,-108.103905,2008
05-045-12581,Encana Oil & Gas Inc,Directional,39.47217,-107.62316,2006
05-045-17683,Encana Oil & Gas Inc,Directional,39.472612,-107.614632,2009
05-045-17587,OXY USA WTP LP,Directional,39.47838,-108.20217,2008
05-103-11727,XTO Energy Inc,Directional,39.885111,-108.222286,2012
05-045-15777,Encana Oil & Gas Inc,Directional,39.561795,-108.111626,2008
05-045-10786,Encana Oil & Gas Inc,Directional,39.40987,-108.03685,2009
05-045-10399,Encana Oil & Gas Inc,Directional,39.44336,-107.76786,2005
05-045-15651,Encana Oil & Gas Inc,Directional,39.43685,-107.99613,2008
05-045-11248,Encana Oil & Gas Inc,Directional,39.58274,-108.08925,2006
05-045-21108,Vanguard Operating LLC,Directional,39.515753,-107.642618,2012
05-045-22305,Caerus Piceance LLC,Directional,39.432428,-108.069175,2014
05-045-12871,Linn Operating Inc,Directional,39.59014,-108.197335,2008
05-045-12039,Encana Oil & Gas Inc,Directional,39.599181,-108.159353,2007
05-045-17286,Chevron Inc,Directional,39.551096,-108.329866,2009
05-045-15572,Encana Oil & Gas Inc,Directional,39.42099,-108.03263,2008
05-045-12006,Encana Oil & Gas Inc,Directional,39.577923,-108.110469,2006
05-045-19067,Ursa Operating LLC,Directional,39.432901,-108.025331,2010
05-045-20956,OXY USA WTP LP,Directional,39.54378,-108.2465,2012
05-045-17684,Encana Oil & Gas Inc,Directional,39.472576,-107.61467,2009
05-045-17686,Encana Oil & Gas Inc,Directional,39.472631,-107.614669,2009
05-045-11777,Ursa Operating LLC,Directional,39.54129,-107.73345,2006
05-045-11798,Vanguard Operating LLC,Directional,39.513528,-107.625825,2009
05-045-15354,Encana Oil & Gas Inc,Directional,39.582761,-108.089388,2008
05-045-10773,Encana Oil & Gas Inc,Directional,39.412443,-108.045274,2009
05-045-17976,Encana Oil & Gas Inc,Directional,39.40757,-107.72476,2009
05-045-15668,Encana Oil & Gas Inc,Directional,39.44135,-107.99405,2008
05-045-10283,Encana Oil & Gas Inc,Directional,39.48799,-107.74541,2004
05-045-10646,Encana Oil & Gas Inc,Directional,39.466222,-107.712694,2005
05-045-19562,WPX Energy Rocky Mountain LLC,Directional,39.479994,-107.934244,2011
05-045-15738,Vanguard Operating LLC,Directional,39.519659,-107.577019,2008
05-045-15872,Vanguard Operating LLC,Directional,39.519532,-107.576946,2008
05-045-15873,Vanguard Operating LLC,Directional,39.519572,-107.576971,2008
05-045-15875,Vanguard Operating LLC,Directional,39.519691,-107.577044,2008
05-045-20480,WPX Energy Rocky Mountain LLC,Directional,39.506247,-108.083139,2011
05-045-12157,Ursa Operating LLC,Directional,39.522001,-107.708721,2006
05-045-14488,Encana Oil & Gas Inc,Directional,39.603005,-108.103928,2008
05-045-10647,Encana Oil & Gas Inc,Directional,39.46619,-107.71253,2005
05-045-20865,Vanguard Operating LLC,Directional,39.479212,-107.5533,2011
05-045-20469,WPX Energy Rocky Mountain LLC,Directional,39.506272,-108.083129,2011
05-045-11743,Encana Oil & Gas Inc,Directional,39.590297,-108.047083,2008
05-103-11853,WPX Energy Rocky Mountain LLC,Directional,40.021502,-108.438408,2011
05-045-17158,Noble Energy Inc,Directional,39.396783,-107.984593,2009
05-045-11716,Encana Oil & Gas Inc,Directional,39.60278,-108.10408,2006
05-045-10203,Encana Oil & Gas Inc,Directional,39.527275,-108.12361,2005
05-045-12161,Ursa Operating LLC,Directional,39.52753,-107.66134,2006
05-045-19539,WPX Energy Rocky Mountain LLC,Directional,39.489962,-108.023206,2012
05-045-14682,Encana Oil & Gas Inc,Directional,39.583233,-108.136586,2008
05-045-17557,Encana Oil & Gas Inc,Directional,39.40811,-107.72417,2008
05-045-10849,Ursa Operating LLC,Directional,39.539001,-107.697377,2006
05-103-11862,WPX Energy Rocky Mountain LLC,Directional,39.935653,-108.339393,2012
05-045-13089,Linn Operating Inc,Directional,39.609938,-108.048167,2010
05-045-07796,Encana Oil & Gas Inc,Directional,39.45483,-107.70514,2001
05-103-11848,WPX Energy Rocky Mountain LLC,Directional,40.014648,-108.441656,2011
05-045-12998,Vanguard Operating LLC,Directional,39.494947,-107.646278,2006
05-045-15175,Ursa Operating LLC,Directional,39.522939,-107.728863,2008
05-045-18310,Vanguard Operating LLC,Directional,39.502003,-107.667104,2010
05-045-14492,Encana Oil & Gas Inc,Directional,39.60293,-108.103962,2007
05-045-15426,Chevron Inc,Directional,39.58693,-108.341,2008
05-045-15573,Encana Oil & Gas Inc,Directional,39.42098,-108.03252,2008
05-045-12033,Encana Oil & Gas Inc,Directional,39.599156,-108.159372,2007
05-045-16043,Ursa Operating LLC,Directional,39.531506,-107.740432,2008
05-103-11901,WPX Energy Rocky Mountain LLC,Directional,39.870179,-108.363156,2013
05-045-10396,Encana Oil & Gas Inc,Directional,39.44347,-107.76789,2005
05-045-12037,Encana Oil & Gas Inc,Directional,39.599175,-108.159378,2007
05-045-13372,Encana Oil & Gas Inc,Directional,39.49539,-107.7426,2005
05-045-11649,Encana Oil & Gas Inc,Directional,39.582908,-108.085675,2007
05-045-20707,WPX Energy Rocky Mountain LLC,Directional,39.505697,-107.551498,2012
05-103-11798,WPX Energy Rocky Mountain LLC,Directional,39.8805,-108.36691,2013
05-045-18144,WPX Energy Rocky Mountain LLC,Directional,39.485417,-107.835497,2010
05-045-10232,Encana Oil & Gas Inc,Directional,39.47421,-107.75563,2005
05-045-16011,Ursa Operating LLC,Directional,39.525588,-107.642424,2008
05-077-10160,Piceance Energy LLC,Directional,39.28061,-107.91352,2011
05-045-10204,Encana Oil & Gas Inc,Directional,39.527149,-108.12365,2005
05-045-17949,Vanguard Operating LLC,Directional,39.473313,-107.58287,2009
05-045-16268,WPX Energy Rocky Mountain LLC,Directional,39.587205,-108.232316,2008
05-045-11901,Encana Oil & Gas Inc,Directional,39.41843,-107.71402,2008
05-045-11899,Encana Oil & Gas Inc,Directional,39.41844,-107.71391,2008
05-045-15667,Encana Oil & Gas Inc,Directional,39.44108,-107.99405,2008
05-077-09682,OXY USA Inc,Directional,39.29492,-107.84513,2008
05-045-14438,Encana Oil & Gas Inc,Directional,39.584159,-108.118976,2007
05-045-15048,Encana Oil & Gas Inc,Directional,39.582159,-108.091384,2007
05-045-13512,Encana Oil & Gas Inc,Directional,39.51129,-107.71341,2005
05-045-15650,Encana Oil & Gas Inc,Directional,39.43686,-107.99617,2008
05-045-13843,Encana Oil & Gas Inc,Directional,39.585928,-108.073859,2007
05-045-18608,Vanguard Operating LLC,Directional,39.5189,-107.625731,2009
05-045-15167,Ursa Operating LLC,Directional,39.522933,-107.728716,2008
05-045-14554,Encana Oil & Gas Inc,Directional,39.501103,-108.117469,2008
05-045-20479,WPX Energy Rocky Mountain LLC,Directional,39.506277,-108.083154,2011
05-045-22301,Caerus Piceance LLC,Directional,39.432361,-108.069258,2014
05-103-11242,XTO Energy Inc,Directional,39.911963,-108.198676,2011
05-045-20466,WPX Energy Rocky Mountain LLC,Directional,39.506266,-108.083104,2011
05-045-12390,Ursa Operating LLC,Directional,39.543212,-107.724874,2006
05-045-15457,Encana Oil & Gas Inc,Directional,39.4216,-108.00351,2008
05-045-13618,Ursa Operating LLC,Directional,39.539516,-107.727124,2007
05-045-17229,Chevron Inc,Directional,39.559295,-108.338486,2009
05-045-15102,Encana Oil & Gas Inc,Directional,39.582162,-108.09161,2008
05-103-11534,XTO Energy Inc,Directional,39.905338,-108.205109,2011
05-045-11905,Encana Oil & Gas Inc,Directional,39.41928,-107.71401,2008
05-045-20606,Encana Oil & Gas Inc,Directional,39.440192,-107.782992,2012
05-045-10785,Encana Oil & Gas Inc,Directional,39.40988,-108.03692,2009
05-077-09714,Piceance Energy LLC,Directional,39.26083,-107.75766,2008
05-045-12118,Ursa Operating LLC,Directional,39.528635,-107.666626,2006
05-045-20250,WPX Energy Rocky Mountain LLC,Directional,39.503977,-108.019071,2011
05-045-10084,Encana Oil & Gas Inc,Directional,39.555948,-108.11413,2005
05-045-22244,WPX Energy Rocky Mountain LLC,Directional,39.496018,-107.977783,2014
05-103-11245,XTO Energy Inc,Directional,39.911931,-108.198593,2010
05-045-20228,WPX Energy Rocky Mountain LLC,Directional,39.499696,-108.087744,2011
05-045-22088,WPX Energy Rocky Mountain LLC,Directional,39.473333,-107.888922,2013
05-045-19528,WPX Energy Rocky Mountain LLC,Directional,39.489961,-108.023268,2012
05-045-15343,Encana Oil & Gas Inc,Directional,39.582748,-108.089457,2008
05-045-13966,Encana Oil & Gas Inc,Directional,39.598355,-108.106525,2007
05-045-16186,Encana Oil & Gas Inc,Directional,39.4297,-108.01012,2008
05-045-13301,WPX Energy Rocky Mountain LLC,Directional,39.470367,-107.923588,2008
05-045-11902,Encana Oil & Gas Inc,Directional,39.41942,-107.71405,2007
05-045-20242,WPX Energy Rocky Mountain LLC,Directional,39.504025,-108.019083,2011
05-045-21110,Vanguard Operating LLC,Directional,39.515757,-107.642477,2012
05-045-17558,Encana Oil & Gas Inc,Directional,39.40807,-107.72422,2008
05-123-30796,Kerr-McGee Oil & Gas Onshore LP,Directional,40.24939,-104.738541,2010
05-045-20481,WPX Energy Rocky Mountain LLC,Directional,39.506253,-108.083164,2011
05-045-20269,WPX Energy Rocky Mountain LLC,Directional,39.516714,-107.544506,2011
05-045-19108,Ursa Operating LLC,Directional,39.433174,-108.025215,2010
05-045-22239,WPX Energy Rocky Mountain LLC,Directional,39.496038,-107.977747,2014
05-103-11896,WPX Energy Rocky Mountain LLC,Directional,39.870281,-108.363155,2013
05-045-11227,Vanguard Operating LLC,Directional,39.4791,-107.67531,2006
05-045-14663,Encana Oil & Gas Inc,Directional,39.574446,-108.107782,2007
05-045-11619,Encana Oil & Gas Inc,Directional,39.49249,-107.70718,2006
05-045-12100,Encana Oil & Gas Inc,Directional,39.58358,-108.11399,2006
05-045-22359,WPX Energy Rocky Mountain LLC,Directional,39.511469,-108.125509,2014
05-045-16310,WPX Energy Rocky Mountain LLC,Directional,39.587336,-108.232446,2008
05-045-18605,Vanguard Operating LLC,Directional,39.519122,-107.625717,2009
05-045-14430,Encana Oil & Gas Inc,Directional,39.584166,-108.118937,2007
05-045-17562,Encana Oil & Gas Inc,Directional,39.40804,-107.72428,2008
05-045-14544,Encana Oil & Gas Inc,Directional,39.645414,-108.16519,2007
05-045-15350,Encana Oil & Gas Inc,Directional,39.582764,-108.089361,2008
05-045-15347,Encana Oil & Gas Inc,Directional,39.582725,-108.089453,2008
05-103-10738,Encana Oil & Gas Inc,Directional,39.706214,-108.391016,2006
05-045-17427,Vanguard Operating LLC,Directional,39.494805,-107.667735,2008
05-045-16013,Ursa Operating LLC,Directional,39.531526,-107.740535,2008
05-045-17687,Encana Oil & Gas Inc,Directional,39.472558,-107.614611,2009
05-045-13247,Linn Operating Inc,Directional,39.544003,-108.096078,2008
05-045-11778,Encana Oil & Gas Inc,Directional,39.590311,-108.04715,2008
05-045-11243,Ursa Operating LLC,Directional,39.528698,-107.666472,2006
05-045-15608,Encana Oil & Gas Inc,Directional,39.659456,-108.145994,2008
05-045-21100,Vanguard Operating LLC,Directional,39.515754,-107.642534,2012
05-045-22082,WPX Energy Rocky Mountain LLC,Directional,39.473347,-107.888903,2013
05-045-12643,Vanguard Operating LLC,Directional,39.5001,-107.67489,2006
05-045-11647,Encana Oil & Gas Inc,Directional,39.582928,-108.085689,2006
05-045-17213,Chevron Inc,Directional,39.559251,-108.33846,2008
05-045-22358,WPX Energy Rocky Mountain LLC,Directional,39.51149,-108.125508,2014
05-045-20862,Vanguard Operating LLC,Directional,39.479206,-107.553244,2011
05-045-20386,Encana Oil & Gas Inc,Directional,39.462053,-107.618783,2012
05-045-13633,Ursa Operating LLC,Directional,39.522083,-107.70881,2007
05-123-28095,Noble Energy Inc,Directional,40.285378,-104.692672,2008
05-045-21792,WPX Energy Rocky Mountain LLC,Directional,39.475008,-107.798902,2014
05-045-11674,Encana Oil & Gas Inc,Directional,39.60279,-108.10404,2006
05-045-10788,Encana Oil & Gas Inc,Directional,39.4099,-108.03688,2009
05-045-11360,Piceance Energy LLC,Directional,39.50103,-107.8138,2006
05-103-11725,XTO Energy Inc,Directional,39.885062,-108.222373,2012
05-045-21787,WPX Energy Rocky Mountain LLC,Directional,39.474989,-107.798894,2014
05-045-20244,WPX Energy Rocky Mountain LLC,Directional,39.503996,-108.019061,2011
05-045-21791,WPX Energy Rocky Mountain LLC,Directional,39.474976,-107.798853,2014
05-045-15212,Encana Oil & Gas Inc,Directional,39.580892,-108.099382,2008
05-045-15207,Encana Oil & Gas Inc,Directional,39.580926,-108.09916,2008
05-045-12329,Encana Oil & Gas Inc,Directional,39.584136,-108.118875,2007
05-045-15213,Encana Oil & Gas Inc,Directional,39.580896,-108.099358,2008
05-045-14700,Encana Oil & Gas Inc,Directional,39.653542,-108.178378,2007
05-045-17555,Encana Oil & Gas Inc,Directional,39.40811,-107.72421,2009
