api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-015-38642,COG Operating LLC,Active,Horizontal,8967,2011,32.6377373,-103.8928909
30-015-38643,COG Operating LLC,Active,Horizontal,9654,2012,32.092617,-104.2367325
30-015-38657,Cimarex Energy Company of CO,Active,Horizontal,7700,2011,32.1087494,-104.2693253
30-015-38659,Cimarex Energy Company of CO,Active,Horizontal,7779,2011,32.7120972,-104.0685577
30-015-38660,Mewbourne Oil Company,Active,Horizontal,8168,2011,32.7212868,-103.9854813
30-015-38663,XTO Energy Inc,Active,Horizontal,7034,2012,32.3109283,-103.9312973
30-015-38664,Murchison Oil & Gas Inc,Active,Horizontal,7169,2011,32.9556732,-104.0534286
30-015-38665,Yates Petroleum Corp,Active,Horizontal,12190,2011,32.0507622,-103.8970337
30-015-38666,BOPCO LP,Active,Horizontal,7912,2011,32.2070847,-103.8598938
30-015-38667,BOPCO LP,Active,Horizontal,7834,2011,32.1976624,-103.8614578
30-015-38668,BOPCO LP,Active,Horizontal,7671,2011,32.1509933,-103.8555832
30-015-38669,BOPCO LP,Active,Horizontal,11685,2012,32.1547012,-103.8643417
30-015-38673,Mewbourne Oil Company,Active,Horizontal,7835,2011,32.0780182,-103.9304504
30-015-38674,Mewbourne Oil Company,Active,Horizontal,2490,2011,32.5993767,-104.4996109
30-015-38675,Mewbourne Oil Company,Active,Horizontal,6729,2012,32.2683907,-104.0596848
30-015-38904,BOPCO LP,Active,Horizontal,8199,2012,32.1686325,-103.780983
30-015-38948,COG Operating LLC,Active,Horizontal,6874,2011,32.1073227,-104.1364059
30-015-38952,Devon Energy Production Company,Active,Horizontal,7569,2011,32.166153,-103.7593384
30-015-38953,Devon Energy Production Company,Active,Horizontal,8856,2011,32.6564064,-103.9159241
30-015-38956,Emkey Companies LLC,Active,Horizontal,0,2011,32.579628,-104.4868088
30-015-38959,EOG Resources Inc,Active,Horizontal,8169,2011,32.7417107,-104.0102386
30-015-38962,Nearburg Producing Company,Active,Horizontal,7190,2011,32.6250267,-104.4488373
30-015-38971,Legacy Reservers Operating LP,Active,Horizontal,6662,2011,32.9319916,-104.1376572
30-015-38979,Cimarex Energy Company of CO,Active,Horizontal,8434,2011,32.6960373,-103.9651947
30-015-38980,COG Operating LLC,Plugged and Abandoned,Horizontal,7261,2011,32.066143,-104.0139236
30-015-38981,COG Operating LLC,Active,Horizontal,11015,2011,32.0941277,-104.1167603
30-015-38983,Mewbourne Oil Company,Active,Horizontal,6657,2012,32.8878174,-104.1394577
30-015-38984,Mewbourne Oil Company,Active,Horizontal,8509,2012,32.7018013,-103.9532776
30-015-38987,Marshall & Winston Inc,Active,Horizontal,2730,2011,32.6321106,-104.4460983
30-015-38988,Marshall & Winston Inc,Active,Horizontal,2770,2011,32.6321144,-104.4412231
30-015-38989,Devon Energy Production Company,Active,Horizontal,8845,2011,32.6524544,-103.9055176
30-015-38990,Yates Petroleum Corp,Active,Horizontal,7782,2011,32.7525749,-104.0214539
30-015-38991,XTO Energy Inc,Active,Horizontal,7043,2012,32.3031845,-103.9303207
30-015-38993,Unit Petroleum Company,Active,Horizontal,11520,2011,32.2403679,-103.9648666
30-015-38997,Cimarex Energy Company of CO,Active,Horizontal,9035,2011,32.6523018,-103.8689575
30-015-39013,Nearburg Producing Company,Active,Horizontal,5035,2011,32.6458778,-104.4443741
30-015-39018,BOPCO LP,Active,Horizontal,9446,2011,32.1818733,-103.8328629
30-015-39022,Nearburg Producing Company,Active,Horizontal,27517,2011,32.6087494,-104.4701538
30-015-39027,Apache Corp,Active,Horizontal,11874,2014,32.6592674,-104.1547089
30-015-39032,Cimarex Energy Company of CO,Active,Horizontal,4851,2011,32.8402748,-104.1088638
30-015-39035,Devon Energy Production Company,Active,Horizontal,8966,2011,32.0657463,-103.7552872
30-015-39036,Devon Energy Production Company,Active,Horizontal,9,2011,32.0657463,-103.7554474
30-015-39038,COG Operating LLC,Active,Horizontal,10535,2011,32.0515976,-104.0730057
30-015-39051,Cimarex Energy Company of CO,Active,Horizontal,4853,2011,32.8392029,-104.1079178
30-015-39053,Cimarex Energy Company of CO,Active,Horizontal,4830,2011,32.840107,-104.1157074
30-015-39055,Cimarex Energy Company of CO,Active,Horizontal,4848,2011,32.8363419,-104.1203384
30-015-39057,Mewbourne Oil Company,Active,Horizontal,2741,2011,32.6418533,-104.437233
30-015-39058,Mewbourne Oil Company,Active,Horizontal,2467,2011,32.5992126,-104.4997711
30-015-39060,COG Operating LLC,Active,Horizontal,8037,2012,32.0942116,-104.0996017
30-015-39071,Devon Energy Production Company,Active,Horizontal,9,2011,32.0657806,-103.7426834
30-015-39073,Devon Energy Production Company,Active,Horizontal,9,2011,32.0657806,-103.7428436
30-015-39076,Unit Petroleum Company,Active,Horizontal,9,2011,32.2454262,-103.9648972
30-015-39099,EOG Resources Inc,Active,Horizontal,8374,2011,32.0638618,-103.7990952
30-015-39103,Mack Energy Corp,Active,Horizontal,4264,2012,32.7818909,-103.8638611
30-015-39105,COG Production LLC,Active,Horizontal,10775,2011,32.0336304,-104.0818634
30-015-39112,OXY USA Inc,Active,Horizontal,7947,2011,32.6695633,-104.0691223
30-015-39117,Mewbourne Oil Company,Active,Horizontal,8088,2011,32.6843262,-104.0531006
30-015-39118,OXY USA WTP Limited Partnership,Active,Horizontal,99,2011,32.7015076,-103.9330444
30-015-39138,Emkey Companies LLC,Active,Horizontal,2720,2011,32.5651627,-104.4884796
30-015-39141,Cimarex Energy Company of CO,Active,Horizontal,7795,2011,32.1368141,-104.2304764
30-015-39142,OXY USA Inc,Active,Horizontal,6661,2012,32.2693825,-103.9747391
30-015-39143,BOPCO LP,Active,Horizontal,8098,2012,32.1856804,-103.7815475
30-015-39151,COG Operating LLC,Active,Horizontal,7163,2011,32.6090431,-104.452919
30-015-39152,COG Operating LLC,Active,Horizontal,0,2012,32.6088181,-104.448143
30-015-39162,Devon Energy Production Company,Active,Horizontal,9004,2011,32.0657692,-103.7476044
30-015-39163,Devon Energy Production Company,Active,Horizontal,8551,2011,32.0657654,-103.7477646
30-015-39164,Cimarex Energy Company of CO,Active,Horizontal,7881,2011,32.6656647,-104.1045227
30-015-39165,Devon Energy Production Company,Active,Horizontal,8981,2011,32.0657654,-103.7479324
30-015-39166,BOPCO LP,Active,Horizontal,7770,2011,32.2206306,-103.8406143
30-015-39168,EOG Resources Inc,Active,Horizontal,8210,2011,32.7492867,-103.9930725
30-015-39169,EOG Resources Inc,Active,Horizontal,8257,2012,32.7454109,-103.9930725
30-015-39171,EOG Resources Inc,Active,Horizontal,8703,2012,32.0638542,-103.8040543
30-015-39177,Nearburg Producing Company,Active,Horizontal,2683,2011,32.5952148,-104.4748154
30-015-39178,COG Operating LLC,Active,Horizontal,6412,2012,32.8416634,-103.8177185
30-015-39188,Mewbourne Oil Company,Active,Horizontal,8227,2011,32.6227798,-104.0530014
30-015-39191,COG Production LLC,Active,Horizontal,8388,2012,32.2237244,-103.7384949
30-015-39198,Mewbourne Oil Company,Active,Horizontal,8125,2012,32.68367,-104.0358353
30-015-39214,Chi Operating Inc,Active,Horizontal,0,2013,32.710331,-103.8933945
30-015-39219,OXY USA Inc,Active,Horizontal,6752,2011,32.2672272,-103.9744339
30-015-39220,OXY USA Inc,Active,Horizontal,7789,2011,32.2712479,-103.980011
30-015-39227,Cimarex Energy Company of CO,Active,Horizontal,9670,2011,32.1356926,-104.269577
30-015-39228,Legacy Reservers Operating LP,Active,Horizontal,7389,2011,32.905407,-104.0357742
30-015-39229,Devon Energy Production Company,Active,Horizontal,9,2012,32.1385651,-103.7647018
30-015-39230,Devon Energy Production Company,Active,Horizontal,8215,2012,32.1512909,-103.7593765
30-015-39231,Devon Energy Production Company,Active,Horizontal,8844,2011,32.6525154,-103.9121628
30-015-39232,Devon Energy Production Company,Active,Horizontal,8953,2011,32.6525116,-103.912323
30-015-39236,SM Energy Company,Active,Horizontal,8388,2013,32.6145592,-104.035965
30-015-39237,SM Energy Company,Active,Horizontal,8355,2013,32.6115608,-104.0356216
30-015-39239,LRE Operating LLC,Plugged and Abandoned,Horizontal,6851,2011,32.1384697,-104.075676
30-015-39241,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6193657,-104.0187912
30-015-39245,COG Operating LLC,Active,Horizontal,8517,2011,32.5959396,-103.9441376
30-015-39246,BOPCO LP,Active,Horizontal,9439,2011,32.2486649,-103.8596039
30-015-39251,BOPCO LP,Active,Horizontal,7894,2012,32.2358284,-103.840889
30-015-39252,BOPCO LP,Active,Horizontal,0,2011,32.2115364,-103.8416595
30-015-39253,BOPCO LP,Active,Horizontal,7829,2011,32.2248116,-103.8405991
30-015-39254,BOPCO LP,Active,Horizontal,9149,2013,32.3810196,-103.8834991
30-015-39258,Mewbourne Oil Company,Active,Horizontal,2526,2013,32.623436,-104.4977951
30-015-39262,RKI Exploration & Production LLC,Active,Horizontal,7696,2011,32.0344048,-103.867363
30-015-39263,COG Operating LLC,Active,Horizontal,7204,2011,32.6106682,-104.4395523
30-015-39264,COG Operating LLC,Active,Horizontal,2851,2012,32.6106873,-104.4352951
30-015-39265,COG Operating LLC,Approved TA,Horizontal,9,2011,32.6384544,-104.424263
30-015-39283,COG Operating LLC,Active,Horizontal,8666,2011,32.3370132,-104.0055847
30-015-39287,COG Operating LLC,Active,Horizontal,4729,2012,32.8681107,-103.9674149
30-015-39288,COG Operating LLC,Active,Horizontal,5573,2012,32.8662987,-103.9674072
30-015-39292,COG Operating LLC,Active,Horizontal,8257,2011,32.2404938,-103.9454269
30-015-39293,BOPCO LP,Active,Horizontal,7844,2012,32.2317657,-103.8419418
30-015-39294,BOPCO LP,Active,Horizontal,7792,2011,32.2169647,-103.8418655
30-015-39295,Mewbourne Oil Company,Active,Horizontal,7883,2012,32.5928307,-104.0896683
30-015-39301,Yates Petroleum Corp,Active,Horizontal,7457,2011,32.7110329,-104.3753738
30-015-39302,Yates Petroleum Corp,Plugged and Abandoned,Horizontal,325,2011,32.0019417,-103.8958893
30-015-39303,XTO Energy Inc,Active,Horizontal,6742,2012,32.3024864,-103.9479675
30-015-39304,XTO Energy Inc,Active,Horizontal,6741,2012,32.3023491,-103.9479675
30-015-39308,RKI Exploration & Production LLC,Active,Horizontal,7604,2011,32.0361404,-103.9022293
30-015-39327,Mewbourne Oil Company,Active,Horizontal,6402,2011,32.0798264,-104.1363144
30-015-39328,Devon Energy Production Company,Active,Horizontal,12308,2011,32.625351,-104.0745087
30-015-39330,OXY USA Inc,Active,Horizontal,7753,2011,32.2784843,-103.9973831
30-015-39343,COG Production LLC,Active,Horizontal,6910,2011,32.0839386,-104.0173492
30-015-39344,BOPCO LP,Active,Horizontal,9250,2011,32.1534081,-103.8493729
30-015-39345,Nadel & Gussman Permian LLC,Active,Horizontal,77729,2011,32.2676811,-103.9994507
30-015-39348,Yates Petroleum Corp,Active,Horizontal,6093,2011,32.8894043,-104.2591934
30-015-39349,Fasken Oil and Ranch LTD,Active,Horizontal,2503,2011,32.5580101,-104.4986954
30-015-39350,Mewbourne Oil Company,Active,Horizontal,8154,2011,32.7251892,-103.982666
30-015-39355,Cimarex Energy Company of CO,Active,Horizontal,0,2014,32.0842323,-104.2728653
30-015-39361,Strata Production Company,Active,Horizontal,7708,2011,32.2819252,-103.8418808
30-015-39365,Devon Energy Production Company,Active,Horizontal,9,2012,32.6449509,-104.1045532
30-015-39366,COG Operating LLC,Active,Horizontal,8409,2011,32.3691635,-104.0595932
30-015-39372,Devon Energy Production Company,Active,Horizontal,7999,2012,32.6448479,-104.0718384
30-015-39373,Devon Energy Production Company,Active,Horizontal,7934,2011,32.6304665,-104.1045609
30-015-39374,Devon Energy Production Company,Active,Horizontal,7887,2012,32.6449051,-104.0873871
30-015-39375,Devon Energy Production Company,Active,Horizontal,8218,2012,32.1512337,-103.7508469
30-015-39376,Devon Energy Production Company,Active,Horizontal,9,2013,32.1511993,-103.7465363
30-015-39385,Fasken Oil and Ranch LTD,Active,Horizontal,2699,2012,32.5543785,-104.4986877
30-015-39386,Devon Energy Production Company,Active,Horizontal,7866,2012,32.6370888,-104.0895309
30-015-39387,COG Operating LLC,Active,Horizontal,8935,2011,32.6104851,-103.8988647
30-015-39390,Mewbourne Oil Company,Active,Horizontal,2665,2011,32.5520401,-104.4960938
30-015-39391,Mewbourne Oil Company,Active,Horizontal,2495,2011,32.6086998,-104.4822998
30-015-39392,BOPCO LP,Active,Horizontal,7548,2011,32.2043686,-103.8745575
30-015-39393,Devon Energy Production Company,Active,Horizontal,8892,2011,32.6519928,-103.8990173
30-015-39394,Devon Energy Production Company,Active,Horizontal,8899,2012,32.6480751,-103.8990021
30-015-39404,COG Operating LLC,Active,Horizontal,7933,2012,32.0941544,-104.1117859
30-015-39407,Occidental Permian LTD,Active,Horizontal,7970,2011,32.1492195,-104.1021194
30-015-39413,Devon Energy Production Company,Active,Horizontal,9150,2013,32.6668663,-103.8395309
30-015-39415,Mewbourne Oil Company,Active,Horizontal,6393,2012,32.536293,-104.1904907
30-015-39416,Devon Energy Production Company,Active,Horizontal,9157,2012,32.6668701,-103.8344955
30-015-39417,Devon Energy Production Company,Active,Horizontal,9114,2013,32.6668625,-103.8430939
30-015-39418,Devon Energy Production Company,Active,Horizontal,9083,2012,32.6668587,-103.8473206
30-015-39420,Mewbourne Oil Company,Active,Horizontal,8226,2012,32.6188889,-104.0530472
30-015-39421,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6223602,-104.019104
30-015-39423,Mewbourne Oil Company,Active,Horizontal,8216,2013,32.0507278,-104.0593262
30-015-39425,Mewbourne Oil Company,Active,Horizontal,8244,2014,32.0493431,-104.0547333
30-015-39426,Mewbourne Oil Company,Active,Horizontal,6435,2011,32.109024,-104.1578598
30-015-39427,Mewbourne Oil Company,Active,Horizontal,9,2013,32.0798264,-104.1368637
30-015-39430,OXY USA Inc,Active,Horizontal,8910,2013,32.2670212,-103.9704056
30-015-39431,OXY USA Inc,Active,Horizontal,0,2012,32.2710953,-103.9797058
30-015-39432,Mewbourne Oil Company,Active,Horizontal,8237,2011,32.7306099,-104.0020065
30-015-39436,OXY USA Inc,Active,Horizontal,7010,2012,32.3680611,-103.7508469
30-015-39437,OXY USA Inc,Active,Horizontal,8252,2012,32.3680573,-103.7559509
30-015-39455,COG Production LLC,Active,Horizontal,8923,2012,32.0778236,-103.9495773
30-015-39456,OXY USA Inc,Active,Horizontal,6030,2012,32.3000221,-104.0385361
30-015-39458,Mewbourne Oil Company,Active,Horizontal,8242,2012,32.7243652,-103.9850769
30-015-39469,BOPCO LP,Active,Horizontal,8201,2012,32.1779976,-103.7798309
30-015-39472,COG Operating LLC,Active,Horizontal,11580,2012,32.063591,-104.316925
30-015-39479,BOPCO LP,Active,Horizontal,7642,2012,32.1951981,-103.8617325
30-015-39486,BOPCO LP,Active,Horizontal,7919,2012,32.208107,-103.8566818
30-015-39487,BOPCO LP,Active,Horizontal,7639,2012,32.1817474,-103.8538666
30-015-39488,BOPCO LP,Active,Horizontal,7651,2012,32.1779404,-103.8551941
30-015-39503,COG Operating LLC,Active,Horizontal,9054,2011,32.6813965,-103.8304214
30-015-39505,EOG Resources Inc,Active,Horizontal,7186,2012,32.6508141,-104.0534058
30-015-39506,EOG Resources Inc,Active,Horizontal,8057,2012,32.6474648,-104.0539551
30-015-39507,EOG Resources Inc,Active,Horizontal,7180,2012,32.6402855,-104.0534592
30-015-39508,BOPCO LP,Active,Horizontal,9213,2011,32.1240044,-103.8539963
30-015-39509,CHEVRON USA Inc,Active,Horizontal,6612,2012,32.9291039,-104.1546555
30-015-39511,Yates Petroleum Corp,Active,Horizontal,8435,2012,32.6140633,-104.0187988
30-015-39514,COG Operating LLC,Active,Horizontal,2734,2014,32.6976204,-104.4186554
30-015-39515,COG Operating LLC,Active,Horizontal,2707,2014,32.6976089,-104.41436
30-015-39517,Devon Energy Production Company,Active,Horizontal,8261,2011,32.1672096,-103.7379761
30-015-39525,Mewbourne Oil Company,Active,Horizontal,2507,2013,32.6182671,-104.4972458
30-015-39542,COG Production LLC,Active,Horizontal,7051,2011,32.0195389,-104.0167313
30-015-39543,Murchison Oil & Gas Inc,Active,Horizontal,7065,2012,32.191597,-104.0163116
30-015-39544,Yates Petroleum Corp,Active,Horizontal,13305,2012,32.668644,-103.8668747
30-015-39545,Mewbourne Oil Company,Active,Horizontal,2581,2011,32.5798683,-104.4997025
30-015-39546,Mewbourne Oil Company,Active,Horizontal,6977,2011,32.0630646,-104.0547485
30-015-39565,COG Operating LLC,Active,Horizontal,4780,2014,32.828373,-104.033096
30-015-39573,COG Operating LLC,Active,Horizontal,4785,2012,32.8387108,-104.0180435
30-015-39575,COG Operating LLC,Active,Horizontal,4861,2011,32.8318748,-104.0185852
30-015-39576,COG Operating LLC,Active,Horizontal,4848,2012,32.8248863,-104.0184937
30-015-39578,COG Operating LLC,Active,Horizontal,9102,2012,32.828949,-104.0181427
30-015-39579,COG Operating LLC,Active,Horizontal,4777,2012,32.8175545,-104.0188599
30-015-39581,Mewbourne Oil Company,Active,Horizontal,8386,2014,32.7116318,-103.9676895
30-015-39582,Mewbourne Oil Company,Active,Horizontal,8336,2013,32.7233772,-103.9681854
30-015-39585,COG Operating LLC,Active,Horizontal,7899,2012,32.1364784,-104.1343307
30-015-39612,COG Operating LLC,Active,Horizontal,7765,2012,32.6545334,-104.1066818
30-015-39623,COG Operating LLC,Active,Horizontal,7060,2012,32.7032661,-104.4124146
30-015-39624,COG Operating LLC,Active,Horizontal,2739,2012,32.6982346,-104.4124985
30-015-39625,COG Operating LLC,Active,Horizontal,2867,2013,32.6831512,-104.4224625
30-015-39633,BOPCO LP,Active,Horizontal,9,2011,32.2103806,-103.8493423
30-015-39640,COG Operating LLC,Active,Horizontal,2881,2013,32.6853485,-104.4117889
30-015-39641,COG Operating LLC,Active,Horizontal,2984,2013,32.6836929,-104.4117508
30-015-39648,EOG Resources Inc,Active,Horizontal,7695,2012,32.1385765,-103.9505463
30-015-39649,CONOCOPHILLIPS Company,Active,Horizontal,8974,2011,32.0071487,-103.7341995
30-015-39657,COG Operating LLC,Active,Horizontal,6529,2012,32.8415031,-103.8207703
30-015-39658,COG Operating LLC,Active,Horizontal,6522,2012,32.8425293,-103.8160553
30-015-39671,EOG Resources Inc,Active,Horizontal,8252,2012,32.7421646,-103.9932098
30-015-39672,COG Operating LLC,Active,Horizontal,9,2012,32.1088028,-104.1168442
30-015-39673,Yates Petroleum Corp,Active,Horizontal,6353,2011,32.5534859,-104.2268219
30-015-39675,BOPCO LP,Active,Horizontal,8228,2012,32.1728897,-103.7801514
30-015-39685,Mewbourne Oil Company,Active,Horizontal,8452,2012,32.7634773,-103.864502
30-015-39686,Mewbourne Oil Company,Active,Horizontal,9000,2012,32.6095314,-104.1082764
30-015-39692,BOPCO LP,Active,Horizontal,7922,2012,32.2102585,-103.9004898
30-015-39693,BOPCO LP,Active,Horizontal,8449,2012,32.123085,-103.8712082
30-015-39712,COG Operating LLC,Active,Horizontal,10390,2011,32.6804886,-103.8290176
30-015-39716,COG Operating LLC,Active,Horizontal,2917,2013,32.6872406,-104.4121246
30-015-39720,COG Operating LLC,Active,Horizontal,3018,2013,32.682972,-104.3817902
30-015-39723,EOG Resources Inc,Active,Horizontal,7654,2012,32.1515312,-103.9551926
30-015-39725,Devon Energy Production Company,Active,Horizontal,8889,2012,32.6435814,-103.8989868
30-015-39726,Devon Energy Production Company,Active,Horizontal,8954,2012,32.6434441,-103.8989868
30-015-39729,Devon Energy Production Company,Active,Horizontal,8211,2012,32.1384659,-103.7422562
30-015-39730,Devon Energy Production Company,Active,Horizontal,8188,2012,32.1385422,-103.7544556
30-015-39731,BOPCO LP,Active,Horizontal,7754,2012,32.2498589,-103.8805771
30-015-39732,BOPCO LP,Active,Horizontal,7886,2012,32.2131119,-103.8556976
30-015-39733,Yates Petroleum Corp,Active,Horizontal,8827,2013,32.4121284,-103.7406998
30-015-39734,COG Production LLC,Active,Horizontal,7031,2012,32.0375519,-104.0406952
30-015-39735,Yates Petroleum Corp,Active,Horizontal,9277,2012,32.1533585,-103.9196014
30-015-39749,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6392517,-104.0214844
30-015-39753,RKI Exploration & Production LLC,Active,Horizontal,7652,2011,32.0926285,-103.9528732
30-015-39758,Mewbourne Oil Company,Active,Horizontal,7706,2012,32.574852,-104.1211624
30-015-39761,Nadel & Gussman Permian LLC,Active,Horizontal,6975,2012,32.7615013,-104.3792953
30-015-39765,Nearburg Producing Company,Active,Horizontal,2799,2014,32.5956306,-104.4801712
30-015-39766,BOPCO LP,Active,Horizontal,7239,2013,32.3623199,-103.8365326
30-015-39768,BOPCO LP,Active,Horizontal,8087,2012,32.2101631,-103.8838654
30-015-39769,Marshall & Winston Inc,Active,Horizontal,2870,2012,32.6088257,-104.4456787
30-015-39773,Mewbourne Oil Company,Active,Horizontal,6816,2012,32.0343132,-104.0901337
30-015-39778,COG Operating LLC,Active,Horizontal,3021,2014,32.6821518,-104.3900757
30-015-39779,COG Operating LLC,Active,Horizontal,3150,2014,32.682148,-104.3816147
30-015-39781,COG Operating LLC,Active,Horizontal,2323,2012,32.6977425,-104.4458389
30-015-39782,COG Operating LLC,Active,Horizontal,4953,2012,32.7113228,-104.4371262
30-015-39783,COG Operating LLC,Active,Horizontal,2647,2014,32.6943779,-104.430336
30-015-39784,COG Production LLC,Active,Horizontal,8148,2012,32.0351982,-104.0590134
30-015-39785,SM Energy Company,Active,Horizontal,8071,2012,32.6150856,-104.0702515
30-015-39786,SM Energy Company,Active,Horizontal,8130,2012,32.6113777,-104.0705872
30-015-39787,COG Production LLC,Active,Horizontal,7043,2012,32.0014153,-104.027092
30-015-39788,Cimarex Energy Company of CO,Active,Horizontal,0,2013,32.1540947,-104.2220688
30-015-39790,Devon Energy Production Company,Active,Horizontal,7968,2012,32.6101418,-104.0871735
30-015-39791,COG Production LLC,Active,Horizontal,8302,2012,32.0014229,-104.0222015
30-015-39792,Yates Petroleum Corp,Active,Horizontal,8100,2012,32.1532898,-103.9196014
30-015-39793,BOPCO LP,Active,Horizontal,0,2013,32.3623199,-103.8363037
30-015-39794,BOPCO LP,Active,Horizontal,8163,2012,32.1869011,-103.7841187
30-015-39798,COG Operating LLC,Plugged and Abandoned,Horizontal,8167,2012,32.9642754,-103.9003448
30-015-39800,Gaurding Operating Corp,Active,Horizontal,6486,2012,32.8996277,-104.2104645
30-015-39801,Yates Petroleum Corp,Active,Horizontal,8429,2014,32.6114807,-104.0192947
30-015-39805,Mewbourne Oil Company,Active,Horizontal,4087,2012,32.8434181,-104.1211166
30-015-39806,Devon Energy Production Company,Active,Horizontal,7972,2012,32.6109161,-104.0829544
30-015-39809,BOPCO LP,Active,Horizontal,7272,2012,32.3631287,-103.8365326
30-015-39810,BOPCO LP,Active,Horizontal,7660,2012,32.2466545,-103.889473
30-015-39811,COG Operating LLC,Active,Horizontal,3011,2013,32.6684265,-104.4068375
30-015-39812,COG Operating LLC,Active,Horizontal,2976,2014,32.6683922,-104.4028473
30-015-39813,COG Operating LLC,Active,Horizontal,3055,2014,32.6683884,-104.39888
30-015-39814,COG Operating LLC,Active,Horizontal,3033,2013,32.6961479,-104.4120331
30-015-39815,COG Operating LLC,Active,Horizontal,2740,2012,32.6943321,-104.4119949
30-015-39819,Devon Energy Production Company,Active,Horizontal,7941,2012,32.4398651,-103.7534485
30-015-39820,COG Production LLC,Active,Horizontal,9899,2012,32.2117538,-103.8397369
30-015-39821,Mewbourne Oil Company,Active,Horizontal,2759,2012,32.6433563,-104.4354477
30-015-39822,Mewbourne Oil Company,Active,Horizontal,8081,2012,32.5963211,-104.0548019
30-015-39824,Cimarex Energy Company of CO,Active,Horizontal,8461,2014,32.6791954,-103.9451447
30-015-39825,Cimarex Energy Company of CO,Active,Horizontal,8549,2013,32.6778603,-103.9449158
30-015-39829,Yates Petroleum Corp,Active,Horizontal,0,2014,32.4515839,-103.7238846
30-015-39830,Yates Petroleum Corp,Active,Horizontal,7163,2014,32.4515038,-103.7238846
30-015-39831,OXY USA Inc,Active,Horizontal,9992,2012,32.2546349,-103.7761002
30-015-39833,Mewbourne Oil Company,Active,Horizontal,8025,2012,32.6947098,-104.0207291
30-015-39834,BOPCO LP,Active,Horizontal,7762,2012,32.2455826,-103.8815079
30-015-39835,BOPCO LP,Active,Horizontal,7772,2012,32.2509117,-103.8766251
30-015-39839,SM Energy Company,Active,Horizontal,9,2012,32.6110992,-104.0531387
30-015-39844,CAZA Operating LLC,Active,Horizontal,7391,2012,32.2825584,-104.1757355
30-015-39846,BOPCO LP,Active,Horizontal,9346,2012,32.2106133,-103.8320389
30-015-39847,BOPCO LP,Active,Horizontal,8906,2012,32.0656128,-103.7848206
30-015-39848,Regeneration Energy Corp,Active,Horizontal,5858,2012,32.5065765,-104.0648346
30-015-39851,Murchison Oil & Gas Inc,Active,Horizontal,6355,2012,32.8902321,-104.2248611
30-015-39856,OXY USA Inc,Active,Horizontal,7685,2012,32.2238464,-103.995903
30-015-39857,OXY USA Inc,Active,Horizontal,6394,2012,32.2121429,-103.9787521
30-015-39858,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6392708,-104.0256729
30-015-39859,Yates Petroleum Corp,Active,Horizontal,0,2014,32.6392899,-104.0302048
30-015-39860,Legacy Reservers Operating LP,Active,Horizontal,9,2012,32.9360313,-104.1222839
30-015-39861,COG Production LLC,Active,Horizontal,10360,2012,32.0337791,-104.0685806
30-015-39863,Devon Energy Production Company,Active,Horizontal,9084,2012,32.6377792,-103.885788
30-015-39864,Devon Energy Production Company,Active,Horizontal,9036,2012,32.6382713,-103.8903656
30-015-39866,Devon Energy Production Company,Active,Horizontal,10042,2013,32.050705,-103.767395
30-015-39887,Legacy Reservers Operating LP,Active,Horizontal,6566,2012,32.9358635,-104.1500702
30-015-39890,Cimarex Energy Company of CO,Active,Horizontal,7707,2012,32.1088943,-104.2744751
30-015-39893,Cimarex Energy Company of CO,Active,Horizontal,8586,2012,32.6495247,-103.9366302
30-015-39894,Cimarex Energy Company of CO,Active,Horizontal,8465,2013,32.6495247,-103.9367294
30-015-39896,Devon Energy Production Company,Active,Horizontal,7951,2012,32.4404564,-103.74897
30-015-39914,COG Operating LLC,Active,Horizontal,9338,2012,32.0663109,-104.3169174
30-015-39917,Cimarex Energy Company of CO,Active,Horizontal,7634,2014,32.5390892,-104.1238403
30-015-39918,BOPCO LP,Active,Horizontal,8133,2012,32.1964684,-103.7760315
30-015-39919,BOPCO LP,Active,Horizontal,8181,2012,32.1902122,-103.7826233
30-015-39929,Mewbourne Oil Company,Active,Horizontal,8093,2012,32.6878853,-104.0531158
30-015-39930,BOPCO LP,Active,Horizontal,8174,2012,32.1927986,-103.7801666
30-015-39932,BOPCO LP,Active,Horizontal,8380,2012,32.0653954,-103.8669205
30-015-39933,Devon Energy Production Company,Plugged and Abandoned,Horizontal,9,2012,32.3435898,-104.1369553
30-015-39945,CHEVRON USA Inc,Active,Horizontal,66049,2012,32.9254761,-104.1552734
30-015-39947,COG Operating LLC,Active,Horizontal,8959,2012,32.8573303,-104.0017319
30-015-39950,COG Operating LLC,Active,Horizontal,8714,2012,32.8390961,-103.8715439
30-015-39955,Cimarex Energy Company of CO,Active,Horizontal,7801,2012,32.6240997,-104.1034851
30-015-39958,RKI Exploration & Production LLC,Active,Horizontal,7627,2013,32.0489693,-103.8895798
30-015-39968,Occidental Permian LTD,Active,Horizontal,8687,2012,32.1985474,-103.9965744
30-015-39969,COG Operating LLC,Active,Horizontal,2340,2012,32.6977158,-104.4415512
30-015-39970,COG Operating LLC,Active,Horizontal,2600,2012,32.697731,-104.4436951
30-015-39972,BOPCO LP,Active,Horizontal,7304,2012,32.3631287,-103.8364029
