api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-039-31277,WPX Energy Production LLC,Active,Horizontal,11070,2014,36.2361984,-107.5006561
30-039-31278,WPX Energy Production LLC,Active,Horizontal,11001,2014,36.2424507,-107.5005646
30-039-31281,WPX Energy Production LLC,Active,Horizontal,10274,2014,36.2362518,-107.5006866
30-041-20895,HL Brown Operating LLC,Active,Horizontal,7995,2001,33.6832962,-103.1462631
30-041-20935,Norstrand Engineering Inc,Active,Horizontal,4465,2007,33.6451454,-103.1296234
30-043-21122,ENCANA Oil & Gas Inc,Active,Horizontal,4440,2014,36.1676521,-107.412941
30-043-21124,ENCANA Oil & Gas Inc,Active,Horizontal,5773,2014,36.1182823,-107.4137878
30-043-21127,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.1877899,-107.4829559
30-043-21133,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2012,36.1981697,-107.5369568
30-043-21136,WPX Energy Production LLC,Active,Horizontal,10885,2014,36.2132988,-107.5173569
30-043-21137,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2014,36.1709404,-107.4130325
30-043-21138,Elm Ridge Exploration Company,Active,Horizontal,7568,2013,36.15676,-107.1116
30-043-21139,WPX Energy Production LLC,Active,Horizontal,10319,2013,36.2074242,-107.5172806
30-043-21140,Elm Ridge Exploration Company,Active,Horizontal,7444,2013,36.15673,-107.11118
30-043-21146,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.1790733,-107.5161743
30-043-21147,WPX Energy Production LLC,Active,Horizontal,9594,2013,36.1611404,-107.4318542
30-043-21149,WPX Energy Production LLC,Active,Horizontal,10167,2013,36.1697273,-107.4298859
30-043-21150,ENCANA Oil & Gas Inc,Active,Horizontal,4900,2013,36.1989822,-107.4638138
30-043-21151,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.1915817,-107.4638443
30-043-21152,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.1990623,-107.4638138
30-043-21153,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.1916656,-107.4638367
30-043-21167,WPX Energy Production LLC,Active,Horizontal,10541,2013,36.1612396,-107.4318924
30-043-21169,WPX Energy Production LLC,Active,Horizontal,10434,2014,36.1696739,-107.4300613
30-043-21170,WPX Energy Production LLC,Active,Horizontal,10379,2013,36.2051544,-107.4997177
30-043-21175,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.190136,-107.4778595
30-043-21176,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1900826,-107.4687576
30-043-21177,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1901131,-107.4686661
30-043-21178,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1902275,-107.4779434
30-043-21179,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.19184,-107.46381
30-043-21182,WPX Energy Production LLC,Active,Horizontal,10702,2014,36.1723557,-107.3915253
30-043-21183,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1855164,-107.5192642
30-043-21188,WPX Energy Production LLC,Active,Horizontal,10743,2014,36.2133598,-107.5173492
30-043-21189,WPX Energy Production LLC,Active,Horizontal,10481,2014,36.2073402,-107.5174255
30-043-21190,WPX Energy Production LLC,Active,Horizontal,11137,2014,36.2096786,-107.4997864
30-043-21191,WPX Energy Production LLC,Active,Horizontal,10976,2014,36.2096291,-107.4997482
30-043-21193,WPX Energy Production LLC,Active,Horizontal,10461,2014,36.1696167,-107.4300842
30-043-21194,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1902161,-107.4778442
30-043-21195,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1857681,-107.586937
30-043-21196,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.185688,-107.5869446
30-043-21197,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1802216,-107.5875778
30-043-21198,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1777229,-107.5888596
30-043-21202,WPX Energy Production LLC,Active,Horizontal,10720,2014,36.1576424,-107.3919754
30-043-21204,WPX Energy Production LLC,Active,Horizontal,10712,2014,36.2132378,-107.5173569
30-043-21205,ENCANA Oil & Gas Inc,Active,Horizontal,12777,2014,36.189208,-107.445981
30-043-21206,ENCANA Oil & Gas Inc,Active,Horizontal,11917,2014,36.189122,-107.453581
30-043-21207,ENCANA Oil & Gas Inc,Active,Horizontal,11839,2014,36.189553,-107.432164
30-043-21208,ENCANA Oil & Gas Inc,Active,Horizontal,12613,2014,36.1891327,-107.4534836
30-043-21209,ENCANA Oil & Gas Inc,Active,Horizontal,13097,2014,36.1895714,-107.4320755
30-043-21219,WPX Energy Production LLC,Active,Horizontal,11177,2014,36.1576691,-107.3917999
30-043-21220,ENCANA Oil & Gas Inc,Active,Horizontal,13364,2014,36.1610794,-107.4508362
30-043-21221,ENCANA Oil & Gas Inc,Active,Horizontal,13359,2014,36.1610794,-107.4509354
30-043-21226,WPX Energy Production LLC,Active,Horizontal,12257,2014,36.1725807,-107.4832993
30-043-21227,WPX Energy Production LLC,Active,Horizontal,13015,2014,36.1724434,-107.4832535
30-043-21233,ENCANA Oil & Gas Inc,Active,Horizontal,9852,2014,36.185094,-107.464608
30-045-29363,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,3133,1996,36.9900055,-107.5060349
30-045-29479,BP America Production Company,Active,Horizontal,6010,1997,36.8524246,-107.7216263
30-045-29533,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6000,1998,36.9361153,-107.9245911
30-045-29850,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7459,2000,36.5763931,-107.6286087
30-045-29854,WPX Energy Production LLC,Active,Horizontal,6500,2000,36.9116096,-107.4615021
30-045-29931,CONOCOPHILLIPS Company,Active,Horizontal,3625,2001,36.9651756,-107.6172104
30-045-30154,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,2669,2000,36.9910889,-107.4781723
30-045-30200,WPX Energy Production LLC,Active,Horizontal,3588,2000,36.898365,-107.4784164
30-045-30407,BP America Production Company,Active,Horizontal,7352,2002,36.7947159,-107.7492065
30-045-30570,BP America Production Company,Active,Horizontal,5200,2002,36.7968979,-107.7285233
30-045-30581,CONOCOPHILLIPS Company,Active,Horizontal,7502,2002,36.9391327,-108.0849304
30-045-30582,CONOCOPHILLIPS Company,Active,Horizontal,7810,2002,36.9617538,-108.0447006
30-045-30610,BP America Production Company,Active,Horizontal,7575,2002,36.7499466,-107.6291275
30-045-30649,DJ Simmons Inc,Active,Horizontal,5400,2001,36.6925392,-107.7280045
30-045-30650,DJ Simmons Inc,Active,Horizontal,5376,2001,36.712616,-107.7367096
30-045-30756,BP America Production Company,Active,Horizontal,5854,2002,36.7553673,-107.6644058
30-045-30885,CONOCOPHILLIPS Company,Active,Horizontal,7285,2001,36.6695251,-107.7810516
30-045-30886,XTO Energy Inc,Active,Horizontal,5064,2002,36.5449982,-107.658577
30-045-30985,CONOCOPHILLIPS Company,Active,Horizontal,3453,2002,36.9979286,-107.6853867
30-045-31051,XTO Energy Inc,Active,Horizontal,7562,2002,36.6046791,-107.7220459
30-045-31084,BP America Production Company,Active,Horizontal,5721,2002,36.8680267,-107.8077164
30-045-31086,XTO Energy Inc,Active,Horizontal,7747,2002,36.580658,-107.6980667
30-045-31115,XTO Energy Inc,Active,Horizontal,4768,2003,36.5365601,-107.7208252
30-045-31124,XTO Energy Inc,Active,Horizontal,4526,2002,36.9806404,-108.1209335
30-045-31137,WPX Energy Production LLC,Active,Horizontal,8442,2004,36.8975792,-107.4888229
30-045-31203,BP America Production Company,Active,Horizontal,6993,2003,36.7642097,-107.7448196
30-045-31205,BP America Production Company,Active,Horizontal,7170,2003,36.7687073,-107.7564621
30-045-31272,Devon Energy Production Company,Active,Horizontal,8810,2003,36.8868713,-107.4955368
30-045-31290,Devon Energy Production Company,Active,Horizontal,8500,2003,36.8125763,-107.6130981
30-045-31291,Devon Energy Production Company,Active,Horizontal,8255,2003,36.8913155,-107.4909744
30-045-31309,Devon Energy Production Company,Active,Horizontal,8511,2003,36.8004913,-107.6255417
30-045-31440,Devon Energy Production Company,Active,Horizontal,4434,2004,36.8005638,-107.6235657
30-045-31711,WPX Energy Production LLC,Active,Horizontal,3500,2003,36.8978004,-107.4889145
30-045-31762,WPX Energy Production LLC,Active,Horizontal,4578,2003,36.9328918,-107.4770126
30-045-31841,BP America Production Company,Active,Horizontal,5666,2003,36.7262611,-107.7427521
30-045-31888,WPX Energy Production LLC,Active,Horizontal,3281,2004,36.940773,-107.4667358
30-045-31889,XTO Energy Inc,Active,Horizontal,6900,2004,36.7123871,-107.8241501
30-045-31896,XTO Energy Inc,Active,Horizontal,7183,2004,36.5653381,-107.7188416
30-045-31939,BP America Production Company,Active,Horizontal,7404,2004,36.8431587,-107.7158508
30-045-32155,Devon Energy Production Company,Active,Horizontal,8149,2004,36.8833122,-107.5405731
30-045-32168,WPX Energy Production LLC,Active,Horizontal,6130,2005,36.9019547,-107.4812241
30-045-32192,WPX Energy Production LLC,Active,Horizontal,3598,2005,36.8983421,-107.4785156
30-045-32193,XTO Energy Inc,Active,Horizontal,7025,2004,36.7050743,-107.8670044
30-045-32221,Devon Energy Production Company,Active,Horizontal,4157,2006,36.8214722,-107.6285858
30-045-32227,XTO Energy Inc,Active,Horizontal,6970,2004,36.6501846,-107.9067612
30-045-32279,Devon Energy Production Company,Active,Horizontal,3482,2004,36.9094315,-107.4998627
30-045-32284,Dugan Production Corp,Active,Horizontal,4750,2005,36.9843826,-108.1063385
30-045-32295,BP America Production Company,Active,Horizontal,2975,2004,36.734787,-107.647316
30-045-32298,Devon Energy Production Company,Active,Horizontal,4582,2004,36.8869286,-107.4952469
30-045-32313,Devon Energy Production Company,Active,Horizontal,3285,2004,36.8127556,-107.6133041
30-045-32319,Devon Energy Production Company,Active,Horizontal,8179,2004,36.8720856,-107.6156464
30-045-32321,Devon Energy Production Company,Active,Horizontal,3459,2004,36.8875504,-107.5089264
30-045-32362,BP America Production Company,Active,Horizontal,7685,2004,36.8573799,-107.8728638
30-045-32363,BP America Production Company,Active,Horizontal,2348,2004,36.6771927,-107.7465286
30-045-32374,Devon Energy Production Company,Active,Horizontal,3393,2006,36.8310471,-107.6219254
30-045-32380,Devon Energy Production Company,Active,Horizontal,4106,2006,36.861248,-107.5357437
30-045-32410,Devon Energy Production Company,Active,Horizontal,3266,2004,36.8658485,-107.5350342
30-045-32412,Devon Energy Production Company,Active,Horizontal,3412,2004,36.8815804,-107.5540085
30-045-32415,Devon Energy Production Company,Active,Horizontal,3750,2004,36.9068565,-107.5475616
30-045-32426,BP America Production Company,Active,Horizontal,2680,2004,36.6652184,-107.7639618
30-045-32509,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,3401,2004,36.9104118,-107.6325607
30-045-32510,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,3413,2004,36.9103737,-107.6326218
30-045-32558,WPX Energy Production LLC,Active,Horizontal,3076,2004,36.9226532,-107.4658813
30-045-32582,XTO Energy Inc,Active,Horizontal,1586,2008,36.5132751,-108.0323105
30-045-32588,XTO Energy Inc,Active,Horizontal,4967,2008,36.5217705,-108.0326691
30-045-32648,XTO Energy Inc,Active,Horizontal,5681,2005,36.5392723,-107.6957703
30-045-32717,BP America Production Company,Active,Horizontal,7206,2005,36.8938522,-107.9226074
30-045-32718,BP America Production Company,Active,Horizontal,7041,2005,36.8845291,-107.9574127
30-045-32719,Devon Energy Production Company,Active,Horizontal,8271,2006,36.8839989,-107.6102829
30-045-32734,WPX Energy Production LLC,Active,Horizontal,8540,2005,36.9021683,-107.4698563
30-045-32768,Enervest Operating LLC,Active,Horizontal,6615,2007,36.8748016,-108.2162552
30-045-32777,Devon Energy Production Company,Active,Horizontal,8126,2005,36.8838615,-107.6105728
30-045-32800,Devon Energy Production Company,Active,Horizontal,3535,2005,36.8884621,-107.5492935
30-045-32825,Southland Royalty Company LLC,Active,Horizontal,3288,2005,36.8680649,-107.8456497
30-045-32873,XTO Energy Inc,Active,Horizontal,6553,2006,36.6367645,-107.8894882
30-045-32874,BP America Production Company,Active,Horizontal,6200,2005,36.8726196,-107.8298874
30-045-32894,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,5187,2005,36.9079323,-107.6328506
30-045-32920,BP America Production Company,Active,Horizontal,7175,2006,36.7856941,-107.9123611
30-045-32928,BP America Production Company,Active,Horizontal,7191,2006,36.7851944,-107.9304657
30-045-32930,CONOCOPHILLIPS Company,Active,Horizontal,3562,2005,36.9131546,-107.611763
30-045-32935,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,4134,2005,36.9291382,-107.6364212
30-045-32936,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,5155,2005,36.937912,-107.6239777
30-045-32937,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,5446,2005,36.9289284,-107.6363678
30-045-32938,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,4638,2005,36.928791,-107.6363068
30-045-32946,XTO Energy Inc,Active,Horizontal,4909,2007,36.4713249,-107.9854584
30-045-32947,XTO Energy Inc,Active,Horizontal,2787,2007,36.4776306,-107.9938889
30-045-32948,XTO Energy Inc,Active,Horizontal,1651,2006,36.4982491,-108.0031738
30-045-32949,XTO Energy Inc,Active,Horizontal,1724,2008,36.4996033,-107.9883347
30-045-32950,XTO Energy Inc,Active,Horizontal,1748,2007,36.4831314,-107.9853745
30-045-32961,XTO Energy Inc,Active,Horizontal,1779,2006,36.507,-108.0037003
30-045-32966,CONOCOPHILLIPS Company,Active,Horizontal,3609,2005,36.8998489,-107.6019363
30-045-32975,CONOCOPHILLIPS Company,Active,Horizontal,7185,2005,36.9341278,-107.6173553
30-045-32985,XTO Energy Inc,Active,Horizontal,1440,2006,36.4681244,-108.0031128
30-045-32998,XTO Energy Inc,Active,Horizontal,1536,2007,36.4765701,-108.0035095
30-045-33006,Devon Energy Production Company,Active,Horizontal,3426,2005,36.8886948,-107.5491943
30-045-33007,Devon Energy Production Company,Active,Horizontal,3512,2005,36.8829842,-107.5158997
30-045-33017,XTO Energy Inc,Active,Horizontal,1543,2007,36.4930496,-108.0155182
30-045-33020,BP America Production Company,Active,Horizontal,7603,2006,36.8287659,-107.7807388
30-045-33023,CONOCOPHILLIPS Company,Active,Horizontal,5812,2006,36.8566017,-107.6381454
30-045-33029,CONOCOPHILLIPS Company,Active,Horizontal,3452,2005,36.9784546,-107.5979156
30-045-33135,XTO Energy Inc,Active,Horizontal,1685,2008,36.4899902,-107.9971237
30-045-34193,Southland Royalty Company LLC,Active,Horizontal,2830,2007,36.991848,-107.4376068
30-045-34501,XTO Energy Inc,Active,Horizontal,6433,2008,36.5793076,-107.7156296
30-045-34640,XTO Energy Inc,Active,Horizontal,5430,2008,36.8469048,-108.1771545
30-045-34646,Devon Energy Production Company,Active,Horizontal,5673,2008,36.9220009,-107.5032349
30-045-34650,Devon Energy Production Company,Active,Horizontal,3171,2008,36.8567848,-107.5451126
30-045-34656,Devon Energy Production Company,Active,Horizontal,3413,2008,36.9225044,-107.512619
30-045-34685,Devon Energy Production Company,Active,Horizontal,3315,2008,36.8618279,-107.5581055
30-045-34754,Chuza Oil Company,Active,Horizontal,3300,2014,36.8326149,-108.5099792
30-045-34755,Chuza Oil Company,Active,Horizontal,4953,2013,36.8297081,-108.5043945
30-045-34773,XTO Energy Inc,Active,Horizontal,4179,2010,36.5791664,-108.1657257
30-045-34781,XTO Energy Inc,Active,Horizontal,4461,2011,36.5043488,-107.988205
30-045-34903,XTO Energy Inc,Active,Horizontal,4644,2010,36.5991173,-108.1682968
30-045-34912,XTO Energy Inc,Active,Horizontal,4719,2011,36.5728531,-108.0747757
30-045-35027,XTO Energy Inc,Active,Horizontal,1635,2010,36.370575,-107.8915405
30-045-35028,XTO Energy Inc,Active,Horizontal,1635,2010,36.3846169,-107.909462
30-045-35029,XTO Energy Inc,Active,Horizontal,1646,2010,36.3710938,-107.8732452
30-045-35135,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6179,2010,36.9966698,-107.6567841
30-045-35167,XTO Energy Inc,Active,Horizontal,5295,2010,36.833252,-108.1977081
30-045-35219,XTO Energy Inc,Active,Horizontal,3904,2011,36.5924377,-108.1305542
30-045-35246,XTO Energy Inc,Active,Horizontal,5409,2011,36.9050255,-108.2025146
30-045-35250,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7786,2013,36.6355095,-107.7797089
30-045-35292,CONOCOPHILLIPS Company,Active,Horizontal,8998,2011,36.9672508,-107.4625473
30-045-35301,XTO Energy Inc,Active,Horizontal,5480,2011,36.3922424,-107.9273834
30-045-35302,XTO Energy Inc,Active,Horizontal,5489,2011,36.3849297,-107.9273834
30-045-35315,ENCANA Oil & Gas Inc,Active,Horizontal,3898,2012,36.2655258,-107.9114685
30-045-35320,ENCANA Oil & Gas Inc,Active,Horizontal,6080,2012,36.8256798,-108.3245773
30-045-35322,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2012,36.2978935,-107.7326126
30-045-35328,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.1706886,-107.6789551
30-045-35341,ENCANA Oil & Gas Inc,Active,Horizontal,6709,2012,36.4168396,-107.894516
30-045-35370,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,10956,2012,36.4972115,-107.9083862
30-045-35381,CONOCOPHILLIPS Company,Active,Horizontal,7133,2012,36.8531647,-108.0484085
30-045-35382,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7294,2012,36.7791977,-107.9380798
30-045-35387,XTO Energy Inc,Active,Horizontal,11361,2013,36.427536,-107.9659882
30-045-35432,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2014,36.3313293,-107.8383865
30-045-35440,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.274794,-107.78363
30-045-35445,CONOCOPHILLIPS Company,Active,Horizontal,7027,2013,36.8524284,-108.0365601
30-045-35449,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.2640953,-107.8420563
30-045-35450,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.2640228,-107.8420944
30-045-35451,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.2688179,-107.7133942
30-045-35452,XTO Energy Inc,Active,Horizontal,11950,2013,36.5807915,-107.8706055
30-045-35467,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.2913666,-107.7306213
30-045-35474,WPX Energy Production LLC,Active,Horizontal,10400,2013,36.2656975,-107.6250381
30-045-35475,ENCANA Oil & Gas Inc,Plugged and Abandoned,Horizontal,0,2014,36.274662,-107.7835388
30-045-35476,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.2669296,-107.8400421
30-045-35478,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.28443,-107.78441
