api,operator,status,direction,depth_ft,spudyr,longitude,latitude
37-081-21077,PA Gen Energy Co LLC,Active,Vertical,NA,2013,-77.37585,41.325942
37-081-21078,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.375889,41.325972
37-081-21079,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.375928,41.326
37-081-21106,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.372169,41.328339
37-081-21137,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.383092,41.393078
37-081-21138,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.382975,41.393217
37-081-21151,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.383064,41.393111
37-081-21152,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.383033,41.393147
37-081-21153,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.383003,41.393181
37-081-21214,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309194,41.358811
37-081-21215,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309167,41.358775
37-081-21216,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309139,41.358739
37-081-21217,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309111,41.358703
37-081-21218,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309242,41.358789
37-081-21219,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309214,41.358753
37-081-21221,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2013,-77.309158,41.358683
37-081-21268,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.364458,41.407233
37-081-21269,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.364403,41.407236
37-081-21270,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.36435,41.407236
37-081-21271,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.364294,41.407239
37-081-21272,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.364239,41.407239
37-081-21329,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.350189,41.407844
37-081-21330,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.350136,41.407856
37-081-21331,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.350083,41.407867
37-081-21332,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.350031,41.407875
37-081-21333,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.349978,41.407886
37-081-21360,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.292708,41.339142
37-081-21408,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.292642,41.339069
37-081-21409,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.292736,41.339267
37-081-21532,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2014,-77.349339,41.334458
37-081-21533,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2014,-77.349283,41.334458
37-081-21287,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.965564,41.330383
37-081-21346,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.96565,41.330361
37-081-21351,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.965489,41.330369
37-081-21352,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.965589,41.33045
37-081-21461,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.928831,41.334011
37-081-21470,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.928861,41.333931
37-081-21471,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.92885,41.333969
37-081-21472,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.928881,41.333889
37-081-21474,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.973569,41.343469
37-081-21500,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.974369,41.312819
37-081-21501,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.973519,41.343469
37-081-21520,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.974261,41.312831
37-081-21521,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.9742,41.312819
37-081-21527,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.974361,41.31285
37-081-21345,Inflection Energy LLC,Active,Vertical,NA,2014,-76.871939,41.274211
37-081-21394,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.871889,41.274219
37-081-21402,Inflection Energy LLC,Active,Horizontal,NA,2014,-76.871839,41.274219
37-081-20132,EXCO Resources PA LLC,Regulatory Inactive,Vertical,NA,2009,-76.571013,41.243262
37-081-20174,XTO Energy Inc,Active,Horizontal,NA,2009,-76.577664,41.259515
37-081-20287,XTO Energy Inc,Active,Horizontal,NA,2010,-76.633736,41.233928
37-081-20295,XTO Energy Inc,Active,Horizontal,NA,2010,-76.622575,41.210897
37-081-20298,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-76.600611,41.237861
37-081-20299,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-76.565647,41.274094
37-081-20352,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.600508,41.237783
37-081-20353,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.604394,41.25545
37-081-20354,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.604389,41.255475
37-081-20402,XTO Energy Inc,Active,Horizontal,NA,2010,-76.622644,41.210911
37-081-20403,XTO Energy Inc,Active,Horizontal,NA,2010,-76.622608,41.210906
37-081-20414,XTO Energy Inc,Active,Horizontal,NA,2010,-76.633656,41.233867
37-081-20432,XTO Energy Inc,Active,Horizontal,NA,2011,-76.577797,41.259603
37-081-20433,XTO Energy Inc,Active,Horizontal,NA,2011,-76.577831,41.259611
37-081-20452,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.604383,41.255503
37-081-20492,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.600561,41.237822
37-081-20493,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.600483,41.237764
37-081-20494,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.600458,41.237744
37-081-20495,EXCO Resources PA LLC,Active,Horizontal,NA,2011,-76.600433,41.237722
37-081-20767,XTO Energy Inc,Active,Horizontal,NA,2012,-76.565942,41.259469
37-081-20769,EXCO Resources PA LLC,Active,Horizontal,NA,2012,-76.583294,41.192703
37-081-20865,EXCO Resources PA LLC,Active,Horizontal,NA,2012,-76.620592,41.237408
37-081-20208,PA Gen Energy Co LLC,Regulatory Inactive,Vertical,NA,2010,-76.89671,41.381348
37-081-20398,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-76.951128,41.419806
37-081-20408,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-76.976683,41.387892
37-081-20412,Anadarko E&P Onshore LLC,Regulatory Inactive,Horizontal,NA,2010,-76.983544,41.404169
37-081-20443,Anadarko E&P Onshore LLC,Regulatory Inactive,Horizontal,NA,2011,-76.959233,41.400878
37-081-20457,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.965925,41.413094
37-081-20458,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.965931,41.413175
37-081-20461,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.965919,41.413011
37-081-20469,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.956258,41.41245
37-081-20470,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.956256,41.412492
37-081-20471,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.956256,41.412533
37-081-20472,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.956253,41.412575
37-081-20517,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.933239,41.409447
37-081-20518,Anadarko E&P Onshore LLC,Regulatory Inactive,Vertical,NA,2011,-76.933306,41.409381
37-081-20519,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.933369,41.409314
37-081-20584,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.974197,41.385344
37-081-20692,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.951233,41.419786
37-081-20693,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.951022,41.419828
37-081-20712,Seneca Resources Corp,Active,Horizontal,NA,2011,-77.024878,41.364206
37-081-20830,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.933272,41.409414
37-081-20831,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.956258,41.41245
37-081-20937,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.951181,41.419794
37-081-20938,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.951075,41.419817
37-081-20939,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-76.950969,41.419839
37-081-20964,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.974169,41.385294
37-081-20965,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.974144,41.385242
37-081-20966,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.977328,41.381653
37-081-20999,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.974119,41.385192
37-081-21000,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.974233,41.3854
37-081-21017,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958469,41.346583
37-081-21018,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958417,41.346597
37-081-21042,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.977383,41.381617
37-081-21043,Atlas Resources LLC,Active,Horizontal,NA,2012,-76.977436,41.381581
37-081-21139,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.976792,41.387903
37-081-21140,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-76.976575,41.387878
37-081-21201,EXCO Resources PA LLC,Active,Horizontal,NA,2013,-77.046789,41.355686
37-081-21279,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958539,41.346569
37-081-21280,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958378,41.346608
37-081-21281,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958575,41.346553
37-081-21282,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958328,41.346619
37-081-21286,Inflection Energy LLC,Active,Horizontal,NA,2013,-76.958264,41.346642
37-081-20266,SWEPI LP,Regulatory Inactive,Vertical,NA,2010,-77.158434,41.532654
37-081-20305,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.103222,41.499361
37-081-20336,SWEPI LP,Regulatory Inactive,Vertical,NA,2010,-77.094192,41.544744
37-081-20956,Southwestern Energy Production Co,Active,Horizontal,NA,2012,-77.171661,41.483636
37-081-20957,Southwestern Energy Production Co,Active,Horizontal,NA,2012,-77.171514,41.483633
37-081-20960,Southwestern Energy Production Co,Active,Horizontal,NA,2012,-77.171589,41.483636
37-081-21059,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-77.103092,41.499156
37-081-21450,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-77.185811,41.484428
37-081-21451,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-77.185758,41.484392
37-081-21452,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-77.185864,41.484467
37-081-21552,Southwestern Energy Production Co,Active,Horizontal,NA,2014,-77.185703,41.484353
37-081-20223,XTO Energy Inc,Active,Horizontal,NA,2010,-76.500594,41.249803
37-081-20297,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-76.508436,41.260531
37-081-20565,XTO Energy Inc,Active,Horizontal,NA,2012,-76.543742,41.2423
37-081-20597,XTO Energy Inc,Active,Horizontal,NA,2012,-76.543728,41.242325
37-081-20672,XTO Energy Inc,Regulatory Inactive,Horizontal,NA,2012,-76.541564,41.221978
37-081-20713,XTO Energy Inc,Regulatory Inactive,Horizontal,NA,2012,-76.541553,41.22195
37-081-20141,Seneca Resources Corp,Active,Vertical,NA,2009,-77.017955,41.449972
37-081-20268,Seneca Resources Corp,Active,Horizontal,NA,2010,-77.010853,41.445776
37-081-20406,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.1045,41.373722
37-081-20624,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.111731,41.370781
37-081-20630,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.106683,41.360203
37-081-20763,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-77.073222,41.403008
37-081-20793,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-77.111992,41.370558
37-081-20794,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-77.112019,41.370639
37-081-20840,Range Resources Appalachia LLC,Active,Horizontal,NA,2012,-77.099608,41.363294
37-081-20853,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010886,41.445889
37-081-20854,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010889,41.445669
37-081-20855,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010886,41.445725
37-081-20856,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010886,41.445781
37-081-20857,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010886,41.445833
37-081-20967,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.039422,41.434256
37-081-20968,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.039478,41.434219
37-081-20969,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.039531,41.434183
37-081-20970,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.039586,41.434147
37-081-20975,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.010997,41.445808
37-081-20993,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.058183,41.429861
37-081-20994,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.0582,41.429808
37-081-20995,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.058217,41.429753
37-081-20996,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.058133,41.430022
37-081-20997,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.05815,41.429967
37-081-20998,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.058167,41.429914
37-081-21108,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059347,41.419094
37-081-21119,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-77.073164,41.403042
37-081-21120,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-77.0731,41.402975
37-081-21121,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-77.073036,41.402908
37-081-21123,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030203,41.438636
37-081-21124,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030203,41.438717
37-081-21125,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030203,41.438772
37-081-21126,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.03035,41.438744
37-081-21127,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030203,41.438553
37-081-21128,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030203,41.438608
37-081-21129,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030347,41.438525
37-081-21130,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030347,41.438581
37-081-21131,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.030347,41.438633
37-081-21132,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.03035,41.438689
37-081-21159,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.058097,41.430125
37-081-21197,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.073022,41.403222
37-081-21198,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.072958,41.403156
37-081-21199,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.072894,41.403089
37-081-21200,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.072831,41.403019
37-081-21205,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059547,41.419158
37-081-21206,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059481,41.419136
37-081-21207,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059414,41.419117
37-081-21208,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059614,41.419181
37-081-21237,Range Resources Appalachia LLC,Active,Horizontal,NA,2013,-77.099925,41.363119
37-081-21320,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2014,-77.099358,41.409294
37-081-21321,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2014,-77.09925,41.4093
37-081-21322,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2014,-77.099142,41.409306
37-081-21323,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059636,41.419208
37-081-21324,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.059686,41.419225
37-081-21325,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.038742,41.434475
37-081-21326,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.038797,41.434436
37-081-21327,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.038853,41.4344
37-081-21328,Seneca Resources Corp,Active,Horizontal,NA,2013,-77.038906,41.434364
37-081-21338,Seneca Resources Corp,Active,Horizontal,NA,2014,-77.034561,41.388844
37-081-21357,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.095878,41.417356
37-081-21404,Seneca Resources Corp,Active,Horizontal,NA,2014,-77.034508,41.388833
37-081-21406,Seneca Resources Corp,Active,Horizontal,NA,2014,-77.038947,41.434339
37-081-21446,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.095553,41.417108
37-081-21447,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.095661,41.417108
37-081-21448,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.095772,41.417108
37-081-21449,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.095881,41.417108
37-081-21478,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.077617,41.388183
37-081-21479,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.077636,41.388103
37-081-21480,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.077656,41.388022
37-081-21481,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.077678,41.387942
37-081-21547,Range Resources Appalachia LLC,Active,Horizontal,NA,2014,-77.104239,41.373608
37-081-20303,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-77.158103,41.337361
37-081-20360,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-77.158125,41.337383
37-081-20516,Anadarko E&P Onshore LLC,Regulatory Inactive,Horizontal,NA,2011,-77.116608,41.309886
37-081-20145,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2009,-77.527719,41.381291
37-081-20146,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2009,-77.527653,41.381419
37-081-20181,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.522047,41.380753
37-081-20191,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.521831,41.380722
37-081-20192,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.521886,41.380731
37-081-20193,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.521992,41.380744
37-081-20198,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.521939,41.380736
37-081-20212,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2009,-77.527708,41.381361
37-081-20269,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.511994,41.385911
37-081-20270,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.511989,41.385953
37-081-20271,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.512011,41.385747
37-081-20272,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.512006,41.385786
37-081-20273,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.511997,41.385869
37-081-20274,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.512003,41.385828
37-081-20422,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.490692,41.386547
37-081-20423,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.490719,41.386583
37-081-20424,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.490747,41.386619
37-081-20425,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.490775,41.386656
37-081-20426,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.490803,41.386689
37-081-20427,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2010,-77.490831,41.386725
37-081-20437,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.517775,41.365797
37-081-20438,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.517825,41.365817
37-081-20439,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.517875,41.365833
37-081-20440,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.517922,41.36585
37-081-20445,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.487639,41.395069
37-081-20446,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.48775,41.395067
37-081-20448,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.487531,41.395072
37-081-20453,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2011,-77.517725,41.365781
37-081-20685,PA Gen Energy Co LLC,Active,Horizontal,NA,2011,-77.388267,41.357697
37-081-20686,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.388231,41.357697
37-081-20687,PA Gen Energy Co LLC,Active,Horizontal,NA,2011,-77.388156,41.357697
37-081-20688,PA Gen Energy Co LLC,Active,Horizontal,NA,2011,-77.388119,41.357697
37-081-20689,PA Gen Energy Co LLC,Active,Horizontal,NA,2011,-77.388083,41.357697
37-081-20690,PA Gen Energy Co LLC,Active,Horizontal,NA,2011,-77.388047,41.357697
37-081-20772,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.388011,41.357697
37-081-20858,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-77.49895,41.356306
37-081-20859,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-77.498894,41.3563
37-081-20860,Anadarko E&P Onshore LLC,Active,Horizontal,NA,2012,-77.498842,41.356294
37-081-21044,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.394269,41.355275
37-081-21045,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.394236,41.355253
37-081-21046,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.394272,41.355233
37-081-21047,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.394239,41.355211
37-081-21048,PA Gen Energy Co LLC,Active,Horizontal,NA,2012,-77.394275,41.355192
37-081-21133,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379222,41.414808
37-081-21134,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379094,41.414889
37-081-21135,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379011,41.414942
37-081-21136,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.378928,41.414994
37-081-21141,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379181,41.414836
37-081-21142,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379139,41.414861
37-081-21143,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.379053,41.414917
37-081-21144,PA Gen Energy Co LLC,Active,Horizontal,NA,2013,-77.378969,41.414969
37-081-21491,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.379919,41.453964
37-081-21492,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.379956,41.453933
37-081-21493,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.379989,41.4539
37-081-21494,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.380025,41.453869
37-081-21495,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.380061,41.453839
37-081-21496,PA Gen Energy Co LLC,Active,Horizontal,NA,2014,-77.380094,41.453806
37-081-20222,SWEPI LP,Active,Horizontal,NA,2010,-77.004137,41.534397
37-081-20288,SWEPI LP,Active,Horizontal,NA,2010,-76.993414,41.536975
37-081-20289,SWEPI LP,Active,Horizontal,NA,2010,-76.993303,41.536975
37-081-20309,SWEPI LP,Active,Horizontal,NA,2010,-76.993189,41.536975
37-081-20310,SWEPI LP,Active,Horizontal,NA,2010,-76.993358,41.536975
37-081-20311,SWEPI LP,Active,Horizontal,NA,2010,-76.993244,41.536975
37-081-20312,SWEPI LP,Active,Horizontal,NA,2010,-76.993133,41.536972
37-081-20505,SWEPI LP,Active,Vertical,NA,2011,-76.962758,41.531025
37-081-20659,Seneca Resources Corp,Active,Horizontal,NA,2011,-77.061336,41.473103
37-081-20660,Seneca Resources Corp,Active,Horizontal,NA,2011,-77.061406,41.473089
37-081-20661,Seneca Resources Corp,Regulatory Inactive,Horizontal,NA,2011,-77.061478,41.473075
37-081-20662,Seneca Resources Corp,Active,Horizontal,NA,2011,-77.061547,41.473064
37-081-20885,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.034114,41.462342
37-081-20886,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.034178,41.462364
37-081-20887,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.034244,41.462389
37-081-20888,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.034311,41.462411
37-081-20983,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.00445,41.467303
37-081-20984,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.004514,41.467275
37-081-20985,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.004575,41.467247
37-081-20986,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.004639,41.467219
37-081-20987,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.004703,41.467192
37-081-20989,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.027889,41.475222
37-081-20991,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.027992,41.4753
37-081-20992,Seneca Resources Corp,Active,Horizontal,NA,2012,-77.028044,41.475339
37-081-20221,SWEPI LP,Active,Horizontal,NA,2010,-76.859964,41.586986
37-081-20334,SWEPI LP,Active,Horizontal,NA,2010,-76.860014,41.586972
37-081-20335,SWEPI LP,Active,Horizontal,NA,2010,-76.859914,41.587003
37-081-20344,SWEPI LP,Active,Horizontal,NA,2010,-76.849378,41.590508
37-081-20441,SWEPI LP,Active,Horizontal,NA,2011,-76.849403,41.590547
37-081-20442,SWEPI LP,Active,Horizontal,NA,2011,-76.849358,41.590472
37-081-21428,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.822703,41.590181
37-081-21429,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.822753,41.590061
37-081-21460,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.823911,41.553264
37-081-21483,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.808292,41.554489
37-081-21484,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.808381,41.554442
37-081-21487,Chief Oil & Gas LLC,Active,Horizontal,NA,2014,-76.808561,41.55435
37-081-20060,EXCO Resources PA LLC,Active,Vertical,NA,2007,-77.266706,41.274805
37-081-20061,EXCO Resources PA LLC,Active,Vertical,NA,2008,-77.278803,41.270575
37-081-20069,EXCO Resources PA LLC,Active,Horizontal,NA,2008,-77.267033,41.274594
37-081-20267,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-77.252176,41.28213
37-081-20277,EXCO Resources PA LLC,Active,Horizontal,NA,2010,-77.252168,41.282076
37-081-20435,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.210881,41.300961
37-081-20447,Range Resources Appalachia LLC,Active,Horizontal,NA,2011,-77.220394,41.296008
