unique(chem.up$new.cas)
12060-08-1
12068-08-5
121-43-7
12125-01-8
1309-38-2
12136-45-7
12173-60-3
121888-68-4
12280-03-4
12291-65-5
123-01-3
123-17-1
123-73-9
123-91-1
124-04-9
124-38-9
124-68-5
126-11-4
126-73-8
126-92-1
126-96-5
126950-60-5
127036-24-2
127087-87-0
128-03-0
128824-30-6
19019-43-3
128973-77-3
129-17-9
129898-01-7
129828-31-5
129828-36-0
1300-72-7
1302-27-8
1327-36-2
1302-76-7
1303-86-2
1305-78-8
1309-37-1
1310-14-1
1313-59-3
1313-82-2
1314-13-2
1317-60-8
1317-65-3
1317-80-2
1318-16-7
13197-76-7
1333-73-9
1332-58-7
1336-21-*6
1336-21-6
1338-41-6
1341-49-7
1343-88-0
1344-28-1
13446-12-3
13492-26-7
7699-43-6
13533-05-6
13547-17-6
136793-29-8
138-22-7
138879-94-4
139-13-9
139-33-3
139-89-9
140-88-5
141-53-7
141-78-6
141179-72-8
142-31-4
142-82-5
142-87-0
147-14-8
147732-60-3
149879-98-1
150-13-0
150-38-9
150-76-5
15214-89-8
153568-80-0
154518-36-2
15468-32-3
15529-67-6
15630-89-4
15821-83-7
15827-60-8
1583-58-0
1589-47-5
16872-11-0
16887-00-6
174206-15-6
17593-73-6
1760-24-3
1762-95-4
177149-89-2
18016-19-8
1934-21-0
1941-30-6
19549-80-5
197980-53-3
20824-56-0
2093666
2146053
21564-17-0
22042-96-2
2207-98-9
2235-43-0
224635-63-6
2252-51-9
23519-77-9
2373-38-8
24446-208
24634-61-5
24937-78-8
24938-91-8
25038-45-3
25038-54-4
25068-38-6
25085-34-1
25085-75-0
25085-99-8
25155-30-0
25213-24-5
25214-63-5
25265-71-8
25321-41-9
25340-17-4
25446-78-0
25450-40-01
25551-13-7
25704-18-1
25988-97-0
26006-22-4
26038-87-9
26062-79-3
26099-09-2
26100-51-6
26172-55-4
26183-52-8
26264-05-1
26264-06-2
2634-33-5
2673-22-5
2682-20-4
55965-84-9
27103-90-8
27306-79-2
27794-93-0
2783-94-0
28205-96-1
28208-80-2
28519-02-0
28906-96-9
5131-66-8
29712-30-9
298-14-6
3012-65-5
304443-60-5
30499-70-8
30704-64-4
308075-07-2
30846-35-6
30965-85-6
3252-43-5
32612-48-9
3327-22-8
34004-36-9
34398-01-1
344-38-7
344329-35-7
344329-87-9
35249-89-9 
35249-89-9
35429-19-7
35657-77-3
3567-66-6
35674-56-7
35691-65-7
36089-45-9
37251-67-5
37337-65-8
3734-67-6
37350-42-8
37475-88-0
3794-83-0
93858-78-7
37971-36-1
38011-25-5
3844-45-9
385-00-2
38640-62-9
38820-59-6
3926-62-3
39290-78-3
39322-78-6
397256-50-7
40139-72-8
40404-63-5
40623-75-4
4067-16-7
4080-31-3
42504-46-1
42615-29-2
430439-54-6
433-97-6
445-29-4
445411-73-4
446-17-3
446-30-0
44992-01-0
454-92-2
455-24-3
455-40-3
456-22-4
471-34-1
486-66-8
50-21-5
50-28-2
50-70-4
51198-15-3
51200-87-4
515-98-0
5165-97-9
51811-79-1
52-51-7
52501-07-2
526-73-8
526-95-4
52624-57-4
532-32-1
5329-14-6
5332-73-0
540-97-6
54076-97-0
541-02-6
5421-46-5
5444-75-7
546-93-0
556-67-2
55636-09-4
557-04-0
55845-06-2
56-40-6
56-85-9
56-86-0
56-93-9
56449-46-8
56652-26-7
57-13-6
57-50-1
57116-45-7
58160-99-9
5877-42-9
593-81-7
5989-81-1
60-00-4
603-35-0
60676-86-0
60828-78-6
61079-72-9
61788-46-3
61788-62-3
61788-90-7
61788-93-0
61789-18-2
61789-39-7
61789-40-0
61789-68-2
61789-71-7
61789-76-2
61790-33-8
61790-53-2
61790-59-8
61790-69-0
61790-85-0
61791-08-0
61791-10-4
61791-12-6
61791-26-2
61791-29-5
61791-44-4
61791-63-7
61827-42-7
62-53-3
62-56-6
62010-10-0
625-45-6
627-93-0
62763-89-7
629-11-8
629-59-4
629-73-2
63-42-3
63148-52-7
6317-18-6
63428-86-4
63428-92-2
637-39-8
63800-37-3
67-64-1
64-69-7
6410-41-9
64742-54-7
64265-57-2
64366-70-7
64425-86-1
64475-85-0
64476-38-6
64742-55-8
64742-46-7
64741-44-2
64741-67-9
64741-68-0
64741-86-2
64741-88-4
64741-92-0
64742-30-9
64742-52-5
64742-53-6
64742-60-5
64742-65-0
64742-81-0
64742-89-8
64742-95-6
64743-01-7
8008-20-6
65071-95-6
65143-89-7
65545-80-4
65997-17-3
65997-18-4
6625-46-3
66455-14-9
67-03-8
67254-71-1
67515-55-3
67674-67-3
67701-32-0
67762-19-0
68476-34-6
67762-90-7
67784-80-9
67989-88-2
68015-67-8
68036-95-3
68037-05-8
68037-13-8
68037-74-1
68081-81-2
68081-98-1
68130-47-2
68130-99-4
68131-39-5
68131-71-5
68131-72-6
68131-73-7
68139-30-0
68139-75-3
68140-01-2
68153-30-0
68155-09-9
68155-37-3
68155-39-5
68171-29-9
68187-17-7
68891-29-2
68188-40-9
68188-99-8
68299-02-5
68308-89-4
68309-95-5
68334-55-4
68391-11-7
68400-71-5
68410-00-4
68410-62-8
68411-30-3
68425-53-6
68439-45-2
68439-46-3
68439-57-6
61791-47-7
68440-27-7
68458-49-1
68477-31-6
68514-28-3
68525-86-0
68526-88-5
68526-86-3
68551-19-9
68551-20-2
68584-25-8
68584-27-0
68585-34-2
68585-36-4 
68585-36-4
68586-07-2
68607-07-8
68607-19-2
68611-44-9
68647-72-3
68647-77-8
68648-87-3
68648-81-7
68648-89-5
68649-29-6
68649-37-6
68649-44-5
68715-83-3
68815-65-6
68855-54-9
68909-77-3
68911-87-5
68915-31-1
68915-97-9
68916-18-7
68920-95-6
68937-55-3
68956-56-9
68956-79-6
68989-00-4
69-53-4
69012-64-2
69227-21-0
69278-63-3
7006-59-9
70142-34-6
70161-44-3
70559-25-0
70592-80-2
70714-66-8
70851-07-9
70851-08-0
70955-34-9
75-31-0
71-36-3
71-43-2
71060-57-6
72-17-3
72283-36-4
73003-80-2
73049-73-7
73138-29-1
73772-46-0
7398-69-8
74-84-0
74-87-3
74-98-6
7429-90-5
7439-89-6
7440-44-0
7440-02-0
7440-21-3
7440-67-7
7446-19-7
7446-70-0
7446-81-3
7487-88-9
75-07-0
75-08-1
75-21-8
75-28-5
75-50-3
75-52-5
75-56-9
7631-95-0
7631-99-4
7632-00-0
7632-50-0
7646-85-7
7647-15-6
7664-93-9
7681-11-0
7681-38-1
7681-57-4
77-49-6
77-89-4
7705-08-0
7718-54-9
7727-43-7
7747-40-7
7756-94-7
7757-69-9
7758-29-4
7758-87-4
7758-89-6
7758-99-8
7772-99-8
7775-19-1
7775-25-1
7778-18-9
7778-80-5
7782-63-0
7783-18-8
7786-30-3
7786-81-4
7789-20-0
7789-41-5
7790-92-3
7791-18-6
7791-20-0
78-21-7
78-70-6
78-73-9
78-78-4
78-83-1
78-96-6
78330-19-5
78330-20-8
79-10-7
79-14-1
79-33-4
80-05-7
80-08-0
8001-26-1
8001-31-8
8001-54-5
8002-26-4
8002-43-5
8012-95-1
8017-16-1
8031-18-3
8032-32-4
8043-29-6
8052-41-3
81-88-9
818-61-1
83446-68-8
84852-15-3
85-44-9
85409-23-0
85566-12-7
85865-69-6
867-56-1
870-72-4
872-50-4
87246-72-8
876065-86-0
88-99-3
9000-70-8
9000-90-2
9001-32-5
9002-85-1
9002-88-4
9002-92-0
9002-98-6
9003-29-6
9003-39-8
9004-32-4
9004-34-6
9004-64-2
9004-98-2
9004-99-3
9005-64-5
9005-67-8
9012-54-8
9014-85-1
9016-87-9
9016-88-0
90194-13-1
90669-62-8
9072-35-9
91-22-5
91-63-4
910644-97-2
915-67-3
919-30-2
92046-34-9
94266-47-4
94525-01-6
96-14-0
98-00-0
98-82-8
98-83-9
98-86-2
98072-94-7
99439-28-8
2598337
